Mass_RT	 C842	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C877	 C904	 C947	 M796	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M803	 M881	 M908	 M913	 M962	 M996
843.6794_11.92	9891.765526	15809.45619	9290.042662	9942.809324	15299.62856	12210.63781	9167.410571	10931.65265	12825.50921	9119.360344	13241.70435	10949.96574	8525.58364	11593.44165	10501.07514	10479.63378	10177.35122	11840.34036	9226.593778	10557.54927	9189.832321	10872.34106	15977.77655	11049.96159	8749.029635	8485.780256	9090.461173	8024.353432	8594.446098	10189.4702	10994.69843	9884.579584	8037.433319	12712.40754	13231.61068	12514.07086	9761.632438	9985.768743	16757.06614	10055.83758	14287.4535	12924.28162	6906.757158	12413.39203	10495.10562	8477.46097	9282.392759	13909.61625	13448.77181	11281.33781	15845.91376	12245.96725	8687.029086	10190.99947	10075.92001	12634.94608	7220.642412	12909.10692	11818.21544	11155.04406	11274.39336	7298.787116	9445.717486	8608.775455	10327.01809	8555.62186	11948.35486	10451.06729	11891.32702	15001.69975	12210.72799	11760.54795	9411.647776	12159.79078	14958.77031	9029.409795	8366.07833	9937.300579	11776.53372	10018.6066	11673.33699	11589.97502	11556.20437	15073.41106	15211.48881	7624.878212	11914.04019	12453.99155	12148.72609	13054.52753	9783.917107	12761.3272	11850.42474	10648.75002	14855.00799	10487.73029	8708.799193	10077.63041	6144.788184	10947.44681	11811.48202	7254.504977	11316.95676	11453.86954	11572.84673	6163.321278	8101.976748	9090.40905	6902.498319	8804.862957
649.633_12.48	121591.355	106807.4472	81000.19802	164821.437	117683.4445	87777.61184	153570.6799	145006.0959	132123.1525	95167.62416	131424.863	138272.1224	105786.0562	132923.0447	97003.95856	95815.92668	114866.3737	127505.4966	100113.7142	117318.503	104951.046	126422.3696	140830.3757	96260.49118	86720.97906	93687.7916	112233.8135	107322.664	77720.90584	91031.15452	120150.6022	119325.5146	104918.9949	113726.7474	91361.63268	135249.4487	115644.2791	87072.76481	73904.9214	109011.3024	112361.0781	138601.2262	109332.3896	132997.1987	100200.4329	89587.58848	119381.3308	146957.1822	93138.61521	134666.2017	147412.5515	74504.51861	101860.3652	112940.8176	150489.1157	136199.7619	116020.4783	84751.8943	101382.1346	119045.8874	98738.92941	74195.88342	107280.811	89736.52055	114869.3439	116454.1381	136266.0802	113918.2449	117462.5456	138573.1855	120198.9026	131967.5386	142307.4047	118132.9526	121737.0322	105416.0323	140461.9176	112964.9464	90792.28363	148658.0856	150002.4411	104022.5625	106802.5764	119785.6008	115362.0294	98728.64913	118055.984	149245.9671	121588.1634	93906.78692	103102.4481	112302.4841	105273.963	91647.33718	86315.79072	83706.00524	90167.46512	115158.0379	78164.07615	83204.59844	99784.2835	99236.63284	101914.9782	108119.9971	108313.8408	88589.12961	99950.531	113318.3709	54588.71658	87423.8361
862.5558_7.06	16124.52165	11828.80962	12379.95146	15181.47557	17742.80399	17772.54608	31562.2486	15861.55943	27887.62905	15033.87853	20585.92341	24547.24255	13951.98813	17166.6749	14081.52165	13109.94498	16494.62994	20784.19398	16745.70079	20921.43545	10197.72714	16945.27331	20994.96434	13245.41818	13845.18704	15089.33568	23450.05447	17095.88184	17320.65674	23908.95414	14680.31667	15908.72781	20122.27734	26799.23633	19462.47081	14409.53135	18516.48709	11392.65588	13931.01299	17197.32605	17892.14459	18658.00012	12049.69275	11647.20011	17903.49573	17157.05802	27925.10075	17690.7673	20898.16776	30923.21445	24221.01665	12369.94518	13331.82566	14047.96108	23603.01303	16385.1573	12948.79457	12478.69302	21226.19858	24121.05998	15088.67808	9095.927855	14645.73491	12554.70302	19702.34206	15774.76136	25477.84059	17129.9479	17472.21881	18973.94891	22952.95319	16682.58988	20429.09793	14920.21368	20380.35906	14940.03764	18954.2174	15941.00184	15233.06209	18531.50427	16911.75722	24102.35936	12203.89796	15568.87597	19464.5509	15155.9423	20101.03502	22295.96889	14276.87705	13886.44308	20899.7886	13787.33957	18418.53422	12694.24387	15694.1153	12993.87496	19614.57794	15336.34674	11226.42863	16363.48957	12113.23292	20346.52778	22262.334	17192.70157	15077.53143	15280.31776	15420.56431	21270.85782	13250.31123	12904.38356
734.6526_12.48	66863.2842	58734.5149	41493.75983	95847.49185	65161.95137	45513.46726	93138.33258	85821.76703	77185.06545	53085.89344	74196.32323	78495.3965	56466.71159	74479.15983	51249.91005	49578.02546	66171.89244	72552.17751	52459.54536	64963.42565	55154.92184	74078.24113	84072.17819	49619.28008	44789.08177	49523.53102	60516.80109	62324.33566	38998.77119	49404.62864	68442.45905	64978.90929	53127.05818	61692.54283	50377.91997	82615.60593	62642.01478	46117.0818	36440.76379	61247.67582	63064.91286	79896.68228	58313.44028	79817.23746	53864.70549	48665.36301	68146.22734	86716.63253	49732.79886	78075.94659	87806.99967	37610.11109	57995.22391	61399.27765	92081.61095	78312.43834	63393.28814	44100.26419	55146.60614	68781.49116	51911.71926	36141.89512	59918.11861	46074.89485	64541.88559	61536.9922	83370.97205	61571.81808	66746.1202	74540.70534	69315.21602	72768.61002	84374.41474	67400.65523	68815.98113	57816.56133	76205.32341	59721.3533	49797.68203	89493.50561	92201.39085	58481.0813	57794.24948	67128.07273	67377.1573	50247.95664	66863.85906	89664.20533	67635.97096	50478.23399	59035.57486	61580.34991	57510.38113	48102.39659	45143.28765	43469.99038	48944.68137	62942.14548	39984.6437	41953.06575	53787.44742	54315.24	54929.29418	61756.64391	61522.3523	45157.9919	53866.87282	62399.88363	25204.40966	47355.43974
901.6002_9.43	49493.96416	37701.00132	26166.10013	43237.11489	31373.47941	24976.99437	42435.85658	47103.46921	64852.73812	61856.70178	56526.134	38126.53985	48374.4922	35826.40801	50553.73127	27615.93275	44680.04718	35803.02814	40867.89496	36033.65503	40731.8884	33234.03671	60533.20259	34979.65013	30475.07819	25701.77342	40827.84379	43478.18759	26462.18781	50300.47756	45445.2884	21271.59814	34839.66358	56000.94304	37202.94876	44010.03369	43170.63995	36002.08905	49354.38446	37688.4635	44235.84183	24779.38195	34395.77576	43911.26127	36019.66867	28962.20451	50465.8395	41930.06932	40739.78668	55527.44333	34577.0584	29837.92539	36156.20384	45741.24406	57889.4979	35549.53234	44020.24726	41292.35077	46461.61756	44132.13975	37603.42495	27254.69834	31611.08098	29475.71337	34759.04332	45427.93844	55277.91267	53861.19986	46425.30202	56618.91196	35888.85464	27035.62591	33800.37471	35164.14617	31823.93294	31081.20408	38430.38612	60715.54949	38889.0581	55872.49897	38390.76753	31046.96561	33516.4552	31591.1398	39397.43851	27008.9313	38616.07279	53461.6551	54479.63482	38650.50563	30222.82577	49414.37012	43062.39962	33983.26236	34495.39785	31877.97826	40565.57139	23503.19892	33822.54259	27301.77105	41687.06709	43723.5289	56803.91302	47661.78546	44438.36015	34811.7441	35091.10871	24314.61899	21601.72367	34243.29822
923.5841_7.74	39510.01025	35266.48656	31354.94263	35589.56538	31680.00567	31046.34779	66505.27379	48437.87559	43809.82059	40381.20254	39949.59493	42713.66477	31035.81332	30153.88053	26533.49689	27943.33062	26100.01177	34432.13435	33121.08247	22869.10102	29983.09324	38574.58109	45026.09216	31492.25011	24311.74752	20249.22174	40980.84329	48962.63841	23327.06359	49310.49453	46472.10494	25040.29903	37551.23014	37922.22476	31122.50411	40295.35229	37953.03059	37923.29017	29145.31236	37318.37763	60146.06139	31221.96121	39670.63547	49091.20329	38910.28333	28049.52353	29913.21887	50106.60039	34274.97814	56647.92862	45111.94888	32133.59179	32457.51381	41002.98303	41663.04605	36720.44268	32710.57863	35638.993	40451.9596	32661.63511	38447.4706	25618.93088	27964.0211	32481.29891	42480.15338	29299.46289	41881.60466	39479.21134	48935.58957	39169.57225	33373.93062	30264.90544	38491.36947	41624.24123	30589.8055	26415.0431	34859.90343	43885.76497	28357.98659	49317.60807	35018.95477	41675.68993	39985.81491	41879.69975	32988.51261	28449.72779	37480.52033	52979.45767	55270.54765	35797.92134	38377.77405	33514.76324	37245.36839	36544.44983	39978.64402	28956.12923	34501.24521	25962.54045	26704.91083	33039.21091	50228.22093	38839.49926	40023.58758	35862.37313	25329.93402	29477.94756	22735.51364	28218.95722	16984.32211	43051.76177
899.5849_7.97	98590.58383	89032.45942	58689.80514	81354.20397	83022.93116	83567.5967	116031.4909	107124.9173	108643.3317	67172.4592	108748.1238	84421.13608	75605.36594	81285.61766	80802.90625	85563.92103	89245.09488	98059.76847	55803.98634	89468.07122	75216.03917	85054.46176	121690.0091	65915.31109	59461.96973	91432.40899	100828.4632	80226.83831	63328.55887	79654.16012	70687.52327	51481.75151	94251.79166	103011.2328	85451.06994	77499.88984	77216.42925	67671.12405	61378.99054	71748.63825	70364.87111	97573.1994	77189.13626	87191.59808	77125.83526	68244.54557	123333.4925	91328.31562	94149.21179	114427.722	111602.4518	76490.02653	86061.85443	80340.90162	117348.3514	87960.48029	62884.07892	71482.77523	83528.76476	113840.4556	78615.27241	65757.0548	71141.46563	79607.50295	93747.53472	82447.93713	107814.0798	78385.38309	100930.3354	94632.61161	102802.0268	81112.94229	96635.71807	84052.36424	104523.1955	70866.86101	93440.26491	81942.96137	78037.11887	103569.396	85091.35263	106398.7336	66606.59308	90782.02453	97418.40852	63682.71727	91564.18177	115056.7121	89866.40886	80340.75925	91540.7466	100326.174	90632.84929	64598.0912	68649.93336	80762.75209	79720.5154	79806.6814	63985.98393	63497.47005	86628.557	86707.27201	84712.29319	82115.95506	77551.96515	65796.09301	80940.16232	82912.98048	49734.92887	91575.95015
983.6025_9.44	27593.38606	21369.17606	14686.65677	24046.79326	17530.61469	13903.22435	23480.01496	26950.74454	35435.26488	34557.49231	31357.12713	20917.27621	26188.27567	20186.4445	28210.81031	15881.31207	25074.47422	19461.61148	21945.20302	19810.13176	22777.53205	19051.68214	33140.64149	19904.65875	17128.07824	14198.30733	22440.55805	24043.24631	15140.32897	27078.43008	24848.36923	11589.52599	19289.76394	30630.45562	21294.86935	24641.38345	23986.15346	19748.59794	26952.44212	20797.70538	24792.61726	13901.41766	19038.0866	24551.88999	20289.09758	16467.79326	28125.78237	23693.73288	22858.22455	30659.61825	19666.99007	16735.4604	20265.29293	24743.61914	32119.355	19949.49978	24344.92598	22901.56386	25527.29486	24146.41286	20882.21061	15405.74014	18004.39128	16202.40002	19255.03084	24833.62589	30825.75897	29589.60325	25617.69739	30060.61816	20684.21813	14602.20469	18976.14674	19369.05621	17106.84203	17421.17382	21138.11437	32327.25272	22018.09569	30627.25202	21460.70049	17357.64085	19096.91001	17749.2582	21931.03243	15193.86801	21095.80996	28934.27369	29602.19987	21453.07778	17255.89403	27537.30824	24021.46864	18302.41658	19067.64466	18354.24431	23455.73125	12892.54928	19355.69061	15591.43195	23506.61064	24601.66494	30697.99134	26716.93139	24632.70121	19311.77332	19844.76199	13436.69721	11989.57157	19347.1754
180.0638_0.78	789402.2957	798323.943	799921.8677	979762.6301	680835.1099	847554.6249	641812.3933	667240.6333	888221.404	825603.797	683761.0633	819251.9671	788994.1861	844270.4341	694182.4143	794118.4099	683551.4375	819085.1209	1119427.814	774052.374	894764.1053	740175.5351	907295.2757	860657.0262	658081.0222	1042483.997	546566.2797	848554.4129	969255.0558	814857.2765	947292.2655	807272.9044	941058.5319	759606.9061	708110.1386	661642.9743	650652.6784	864125.9769	654631.394	881398.2687	995190.4166	836130.5564	1286407.552	699749.874	828092.1583	958836.929	838131.2845	886142.3481	998468.2595	931125.4397	949511.7326	883310.8275	699663.2344	806078.0409	983914.1849	666362.3165	888962.7739	913681.8949	844662.353	942569.9588	628592.4307	1004650.348	753407.6838	816993.4307	941038.9278	677479.57	727583.4415	923080.5494	725144.3642	831300.9881	867791.9169	875995.6009	948748.5142	855129.9962	793935.5196	969032.1016	775639.1856	837125.7863	802977.1519	945445.3614	889503.1946	879879.9523	798451.3985	878237.1177	1104936.511	779304.3185	839591.3932	862915.9488	745780.8629	790411.8961	775551.211	852110.7443	848909.403	778615.2531	614298.4536	844595.707	875300.9877	900845.6304	891875.7655	813474.4257	861355.1721	804476.3177	913933.5801	942015.1812	731958.5559	875177.9807	874398.3711	1288698.484	729135.4327	801861.7238
869.612_9.78	63675.50551	48529.59134	46058.71404	64115.17941	53425.10715	48719.14412	102707.9714	76082.14803	57411.34572	60150.5693	62590.7199	73919.65594	50428.24595	51487.02429	43376.22307	41615.87548	42825.37775	58126.51165	49415.95758	36600.51499	49335.11751	62053.4194	62856.76131	45435.86614	43919.61028	34260.95874	68832.01705	94790.0792	34778.78876	96649.6797	81762.19018	48881.78865	59726.67504	60361.56611	52138.45445	78376.9846	67936.62675	59465.25536	40175.54888	72336.28489	84829.15898	55095.10078	57182.64886	80824.20498	79997.40281	48996.5004	53447.80803	87062.90341	66937.66223	96728.28696	81201.96957	45976.7575	55192.63653	73694.43656	71175.5359	68994.01148	62200.23292	69408.65599	75153.62485	54985.07545	51787.13358	33777.93363	50272.84257	46735.51031	74139.64203	49817.92718	82136.29792	63989.9642	73293.92633	56887.7866	58649.69225	59822.19786	68441.18761	75355.05388	48989.2705	43639.60796	61853.94554	68839.87513	39465.36381	79869.41144	62069.73054	64314.45608	62682.64531	76138.7284	55514.65654	58273.38007	64598.90723	91753.08437	80847.35722	58617.10811	70604.76746	49494.73301	57064.74943	55615.11109	46374.59717	45500.81854	63721.33738	38359.20979	46266.5332	50331.45163	91666.91455	68950.57361	68271.84977	53070.53072	39783.75977	43973.08268	40402.95877	59480.69951	27627.35621	71056.57066
698.6188_12.34	14492.35864	13970.92361	9193.603171	18639.19572	12163.92162	9076.054496	15073.74485	18664.08757	12901.41387	12863.38569	16201.3295	14943.64063	13861.30404	15340.52188	11725.25594	11029.67688	16176.67782	12531.45025	12337.3179	13582.38973	14548.38674	16147.76535	18334.58396	11481.25144	10114.60528	9260.684518	12165.65917	11536.23596	6848.453383	9131.097734	13927.93659	12645.099	11622.55937	14535.33237	10537.37369	14567.27639	12995.09225	10665.14068	14090.55541	13597.61154	14500.54255	12595.73596	12386.11074	17573.67244	11582.577	10600.52387	12959.49782	19031.32557	10062.8332	14936.49089	16728.32498	8020.408296	11859.74438	13568.8176	18343.18552	17210.01038	12470.19861	9116.61382	12525.84938	14347.08744	13335.61958	9427.547242	12271.97675	10869.06098	13303.98056	15825.23653	18962.72594	14797.9834	12207.39692	15371.95277	14892.99872	15137.75518	13737.45257	13677.73385	11612.70643	9479.770873	16686.89895	16931.07942	13067.61616	15677.88994	19651.57322	11740.93399	12025.22345	12315.55706	16418.84407	10087.31365	13062.2929	16505.14651	19055.09931	11330.21436	12844.61842	14742.86147	10253.89231	11571.52951	9786.418269	8619.577692	10052.19157	9496.195246	10739.44622	8797.973539	13695.28427	11687.58523	9831.999089	15895.10992	14050.13047	9871.274813	11167.57079	10860.2855	6532.335689	10558.53132
671.5982_12.34	44634.44437	37285.73353	25521.9729	58933.47726	36719.55976	26126.20551	49049.82702	61658.08668	42807.85135	35994.50074	50269.61782	47575.50723	39831.80766	45467.10715	34704.11014	33315.05968	44986.02966	39714.78487	33065.20602	41471.98084	41354.01005	47938.91984	55835.15946	30972.49005	29333.33975	28939.33127	37698.5576	34943.5763	20611.04822	27289.9309	41020.7066	39274.21374	34913.09156	44406.0043	31089.84502	45679.03692	38337.18998	30695.5177	31081.22409	40854.2095	40636.33848	41275.24877	37948.21253	54835.25818	33476.86446	30800.16426	41473.40932	56041.18624	29668.34378	51821.81559	49993.18736	23022.99727	33622.97611	42191.51529	55326.22219	49104.68439	38991.86224	26819.19027	35963.37781	42706.42895	38609.76103	25729.94432	35920.48524	32102.82751	41343.51772	45860.5768	55854.903	43414.10638	38700.13163	48586.80578	42552.59677	44978.34081	41326.21203	40621.49001	38491.04315	30017.258	48748.25027	46737.7633	36741.71877	49168.12989	58621.07568	36781.33083	37154.26957	34241.63149	42700.72894	31914.54236	41547.92398	52094.05697	48624.83414	32101.14156	36660.51138	44365.24491	34102.62998	32076.61976	24474.14302	24211.15443	29865.26219	29682.8127	32269.84317	25324.18625	37548.40082	36055.48329	30712.45431	44666.32395	42011.08836	29165.95968	34888.09318	34521.62332	17454.67692	29943.96643
925.5993_8.51	19738.82381	19196.80257	15692.36991	27129.00168	18960.18222	16249.88017	39075.55521	30547.86069	34725.57455	27432.83062	42184.49918	20240.69448	23579.71676	24871.07693	26949.8593	18570.62176	25326.00403	26271.25844	12726.44136	20092.40359	23146.9584	23086.84972	36196.8541	20809.26782	17522.29073	16172.75302	24818.10384	23453.9537	16159.41671	26528.25365	26290.38316	15452.84173	22861.50099	35257.04193	21164.0505	17209.59895	23307.70741	16085.10488	24433.64968	24423.98415	19823.47689	15526.53972	14639.70361	23273.83744	24910.75974	15870.95042	26785.67433	29757.21572	20921.89515	33377.49253	25405.86616	11663.23619	18191.29104	24149.01981	35465.18901	19846.55321	19804.39432	20818.9205	23297.31739	28977.41595	18544.50989	12941.62256	22907.56415	15241.13953	32185.66637	23459.29113	26682.47441	22752.86969	24127.02891	30401.92618	21844.27024	17845.73366	19969.25125	23289.75435	22095.91284	17214.21808	24065.01646	27459.96241	14621.54993	32673.90702	24390.39806	19104.39762	15547.47645	22889.11836	18936.68253	17037.93408	22464.68386	32010.93034	22378.2472	20622.97975	28371.64854	22338.7561	24813.4645	11668.80694	13269.01693	18306.36043	21835.02349	9199.517085	18009.54226	20123.00798	27663.18237	22537.28585	33078.62436	23287.3826	25528.20566	25324.80102	21060.08454	14961.17664	12411.20994	23152.50011
719.3583_2.56	8733.475208	8953.959361	6836.127251	8096.861526	8899.576489	10190.20618	13340.10628	9644.875609	10574.82949	9220.848667	10793.57633	10862.71418	8601.038901	10681.5113	10830.41432	7378.734966	8995.133316	8638.125327	8703.336104	8956.297629	6991.613206	10728.72593	11774.82432	8580.192473	4382.926276	6824.579141	10985.24607	10523.81847	5393.331347	11188.44212	9347.622203	15456.10382	6854.009144	8616.209356	7864.263053	7559.765491	7810.804122	5713.310486	8960.939903	8993.294702	10520.45959	7755.535876	7064.683155	8029.995712	10170.86979	14899.99373	9725.68002	9346.193826	8729.71708	10404.90967	10574.93749	8808.650454	10205.63452	9299.932737	11051.344	7322.370117	11332.89809	8475.585391	10431.59987	11519.77765	8589.599248	7351.237056	7663.206711	8239.942722	8753.432077	9923.668895	12899.97714	8396.8688	10061.31535	9514.47263	10513.09941	8178.215691	9686.125534	8707.003276	9269.534804	7775.515856	9891.75077	11771.57052	8108.5773	7838.004906	8154.262496	9612.778024	8100.987086	7907.316344	9275.776632	7667.650495	8035.265326	9733.37691	10639.499	11772.2646	9635.722333	8810.294611	10212.64757	7534.123316	8067.849216	7425.688167	7662.817668	6709.568882	6671.021472	9688.514777	10190.9839	8720.651674	11023.27235	7381.068069	7330.219275	10326.73274	7291.440197	7015.623616	4976.803457	7010.042623
555.3537_2.38	4141.651329	3860.968545	3145.37402	3544.815975	3676.242512	4439.750641	6838.463997	4724.021841	4971.138262	5272.426961	4615.120446	5199.324868	3845.563787	4823.353015	4217.816922	2960.749412	4666.546119	3629.976858	3930.905963	4253.344532	2585.939043	4838.180544	5518.517613	3656.051001	1769.973568	2791.399647	5117.264238	4872.637528	2559.5798	4828.043184	4077.879376	7895.406942	3443.591833	3656.690302	3493.908479	3300.435699	3429.281557	2385.965165	3740.892649	4517.835639	4604.636698	3198.357083	3184.333155	3490.928307	4424.798275	7040.481044	4699.242944	3656.541818	3993.831669	4818.935063	5294.949143	3545.339222	4480.02924	4000.576782	5964.989681	3230.121074	5297.398818	4544.536667	4242.51577	5365.716076	3641.572961	3220.850953	4241.893789	3611.458087	3889.665309	4601.452358	5920.527471	3419.381072	4910.349403	5126.069108	5614.876436	4231.597173	4004.701745	3720.649983	4415.893692	3530.774829	4915.451776	5770.52856	3590.324059	3749.269557	3123.155229	4760.901838	3474.770774	3366.146123	4417.35862	3436.36833	3013.718418	4426.680353	4655.7847	4789.947727	5080.367618	4229.595314	4417.237433	3441.764504	3541.558172	2666.462524	3662.548882	2818.934257	3009.099399	4393.377204	4397.997036	3658.421163	4751.576194	4111.656425	3102.310325	4946.21713	3684.901865	2457.552521	2376.259902	3322.344639
843.5971_8.51	44714.25287	43395.14729	35899.99386	62717.89999	43191.91305	36406.15018	92087.76149	73470.44871	81239.37339	63241.76978	99924.96087	47206.76968	54471.80509	56868.69716	61929.62423	41129.73619	58761.37891	59819.02795	29365.30102	47175.71851	52844.64667	53186.34195	84496.41703	49028.73841	39883.60778	37967.05929	58012.1341	52839.62957	36812.03056	61632.20386	59799.68425	36311.94222	53699.01317	82457.18008	47183.61632	39775.54758	53597.16135	36129.68275	56644.69587	57036.14435	46208.31399	34612.55897	33780.17954	55292.98688	57254.62774	36435.6033	59824.99138	67668.44751	47689.63897	80578.19888	56928.98875	26044.29907	41141.28635	58719.3176	81935.35004	44532.59236	47341.44729	49702.36865	54246.00662	66490.96504	42712.97177	28194.34757	51758.69733	35049.33125	76442.34069	55337.6975	60538.65789	52658.48273	55346.13761	75469.7628	49179.11445	41215.51319	43693.62684	54235.01562	51578.4178	38871.10178	56498.83358	64555.90732	32032.4325	76250.62804	55844.61796	43414.65821	36025.98759	50956.8866	42863.99222	41111.3762	50533.83216	74242.35619	51621.37962	46770.76131	64702.07617	51006.65056	56831.44808	26439.93927	30267.04251	41630.2509	51794.79682	20308.57575	41447.6576	45740.32552	63404.60469	51362.06471	79788.26804	54071.24273	57401.99394	59297.03352	47930.43102	34182.96626	28226.55585	51773.10529
865.5816_7.42	27889.67599	30107.26534	25337.72557	26602.62923	33539.15619	31375.21709	36416.03178	31293.74953	41241.03487	42694.13023	37606.14199	37545.94029	42622.44362	20481.77515	27828.06735	25506.2501	20495.06083	29967.70271	42668.0581	31802.96385	29215.54195	32071.67442	44807.68501	27788.22906	21302.24031	13124.00269	37227.11725	24433.95325	15824.32047	27840.23459	32348.6517	24605.88302	34126.54352	15750.82304	19170.47547	46079.26631	41783.37327	23053.30286	51873.41581	24601.21309	66771.21974	23404.86266	31228.17407	46439.55385	37111.27862	36354.11193	42047.69365	51829.68538	35267.77436	21343.43286	37119.72331	21860.07084	42495.81556	21403.70598	51582.34136	33405.70727	19502.16233	32318.52185	30080.86185	17271.72769	34350.22141	17033.27901	35730.50189	44081.46955	28760.0215	40616.10187	51173.16737	32931.64732	44981.12281	34753.55755	28824.63458	15075.69753	37843.70175	44237.46329	26525.02282	27325.06808	27259.70432	48116.19004	47573.96759	34095.58976	39768.62584	21738.84261	27882.63175	32299.61884	47637.09979	26628.87518	31274.00203	37336.22443	52527.38081	45014.3683	23107.02097	36416.81284	37691.75312	36861.77294	28586.92088	17636.34039	27699.11356	28509.78913	35039.18074	31275.20353	38130.7426	36287.66444	38978.84108	43001.59867	44884.69656	20469.32268	22946.51878	31704.09191	14788.29881	41439.02617
844.6642_11.59	20572.07962	20271.17524	14878.28251	25395.44611	20963.74382	17488.9455	20733.9297	35168.43869	31759.55356	24048.0525	25777.29437	21821.83301	20210.61327	26102.35477	19047.49616	17624.43996	21110.65085	19341.25294	19311.27877	21245.54315	24944.52264	21394.30286	25732.4337	17906.84552	15763.10461	16560.91922	23691.01874	23287.1528	14694.86485	23402.88038	24180.94321	19413.20057	21948.11483	21337.31424	24931.78176	32550.98836	23399.76711	22341.16444	19572.59514	25174.93586	25638.1582	22358.57464	21983.2624	33772.19611	22238.39943	18957.18652	16871.68211	24688.1384	18735.78714	27572.28802	26256.88412	17909.6488	19970.08206	20717.87502	31623.76539	25059.9201	19460.74901	19723.19521	24923.29074	26848.78338	20804.94282	14406.34916	20366.95728	20127.32385	22238.7931	17115.65658	32265.95328	18030.15619	22703.42817	25165.95025	23777.5331	22841.41511	27413.84275	27565.0771	20795.35453	19989.39501	18309.68497	20115.73892	22177.32634	27788.58972	25225.6641	21527.09072	19586.44342	21483.43161	27431.39601	19471.57528	22452.29998	26470.61572	24298.76572	21113.15076	21141.45553	25126.11821	22759.82765	19693.00182	16899.59659	20718.1325	15248.01041	22309.78977	17816.23218	16666.89074	21345.17874	19342.68165	19971.65331	22884.5972	20032.4082	17011.89037	18727.51609	19258.64769	13006.26919	19043.39081
926.5932_7.17	13954.38413	15124.51864	9488.812533	16437.81207	13291.90033	12835.8868	13126.58005	18592.95932	19549.51663	15115.96319	16097.16091	13556.61685	13532.19209	15348.08275	13649.01656	12033.13173	13482.29982	14616.63872	15768.73547	13943.61747	14769.31023	15162.42976	18872.75282	12251.35321	11627.78846	10427.95007	14186.37287	14133.31526	9323.518951	14683.75492	16433.4737	13290.79744	12563.07812	13887.41704	15484.23239	20820.8494	14645.89152	13075.0363	13630.40506	13206.31098	19235.83949	14434.93436	13811.76667	20794.41743	13492.02343	15038.44072	14506.05883	18603.16216	14425.49389	17893.41903	20517.67582	12436.75718	14592.26784	14462.61872	18117.62401	19202.1588	12130.46167	14788.84136	15767.88137	17063.88327	14232.15534	9273.763165	12664.98186	12976.11713	14662.06578	12090.75201	22472.02945	12957.62464	14324.67813	18709.67185	14988.26022	14962.3726	17936.58704	19020.19688	17749.2975	13596.64904	13555.16763	15110.93376	17037.49025	18522.39469	19877.03736	15660.7961	13052.47553	15419.21303	17509.89434	12220.84842	15926.49622	18770.91824	18736.29874	15082.06264	13439.75495	15994.12462	12666.09054	13900.24345	13722.50561	12825.32466	11553.8555	14726.94487	10964.2827	12175.04821	15073.61115	15734.79261	14118.40171	15950.86698	14362.78914	10472.63908	11524.04387	10334.98558	8225.886627	13050.73102
