Mass_RT	 C842	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C877	 C904	 C947	 M796	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M803	 M881	 M908	 M913	 M962	 M996
528.2647_3.58	7542.964444	5270.413796	5445.63749	3707.816946	4360.461127	3509.231567	4867.96094	5805.060526	3701.887995	5782.287904	3425.599331	5505.939481	3633.341619	4869.904718	4602.272077	7727.118244	5759.558566	5007.505684	10356.31595	4994.740506	6256.039196	5511.34552	9836.384997	7750.518433	6606.738615	2600.397123	5164.896345	4693.437152	8777.5092	8574.472767	7002.333787	5912.865371	3691.678478	6345.846002	6947.696498	11589.0328	6477.013845	10036.13824	4693.009496	4910.21893	8637.973041	5273.107115	1123.604042	4988.319943	3740.792092	5701.482954	5415.469531	10110.61384	5280.574411	3104.196836	7431.772275	5555.860471	5809.136507	4313.670887	3440.742755	7511.619926	2941.051777	9046.111289	5839.682287	3992.122244	6034.099376	7684.377202	4171.047862	7811.548806	7714.060121	4290.411736	5733.953299	11095.69307	6643.368461	2251.63273	4804.361408	3537.060068	5630.855286	5972.180875	3942.246957	5604.879838	4562.513026	5019.357336	5949.353265	2634.60091	11531.67367	2135.298285	4948.399719	5817.944344	8634.49633	7051.257734	6418.856813	7658.330778	6279.218704	4404.285553	7721.630948	8277.124852	7167.032082	7160.723324	8246.053769	4859.120312	2169.351754	7712.44647	5775.202045	5740.409474	3076.855445	8714.813991	4202.58099	5669.766638	7636.462992	4212.682225	5015.745307	893.8638842	5700.644728	4592.420918
860.6959_12.3	15244.54316	12842.00973	10529.08613	16367.52481	16547.83133	11014.36567	17113.32289	26457.53739	22170.3972	19760.10611	16476.40851	19449.09106	13690.51391	16916.46701	10538.38959	11271.568	18177.20421	16180.73421	12174.39577	18255.16147	15116.80544	16385.81073	23796.28944	12678.05789	11989.05511	13529.07561	15941.61777	19522.03033	8232.164821	15725.15283	17812.53089	15478.80434	13130.77746	18338.04592	18427.94367	25450.43078	15399.92619	13795.0246	13478.97395	15676.84369	21470.84633	17940.41772	14531.02947	27099.52586	16247.48643	14691.81511	17596.4655	22358.13851	12284.16462	22442.23976	23716.81451	11427.02122	17933.90417	16352.87673	20176.42088	17729.76322	13909.73379	15145.07813	17965.75016	18734.13623	14004.41503	8600.583016	15428.0035	12129.90205	18162.98184	11454.40424	26696.09715	11959.85234	16909.42261	14444.06696	15486.17755	16089.86043	20360.95313	19890.83795	18436.23766	13275.28731	13066.38342	14408.07203	17617.28291	22110.87905	26158.00433	17990.26254	16998.04123	16164.47782	18436.14101	13351.37843	18486.34283	20352.68792	16557.91888	16049.57561	17093.13927	14807.71271	15072.7817	12652.68899	9834.623397	13454.47437	12681.73326	12954.95781	14289.74687	10956.26315	18493.74036	15702.45157	13104.7462	19495.18508	18180.36866	11496.56763	15084.27485	16273.65473	7686.56437	12625.45017
1005.5851_7.73	21984.69304	20089.65533	17287.52597	20601.21711	17862.21334	17811.04251	35961.7946	26461.04129	24764.73999	22516.92637	22143.60284	23508.5523	17181.02949	17507.84775	15019.54397	16094.6708	15677.15179	19024.00197	18303.25247	13695.7213	17329.5322	21800.54194	25291.95093	17757.03917	14039.98692	12209.75677	23030.14505	26747.61466	13633.83469	26334.77834	24724.77467	14042.8012	20312.91346	21427.67663	17650.74377	22267.78082	21025.96987	21102.96308	16582.15843	21438.45803	31945.87967	18034.51385	22048.66656	26260.29542	21553.44244	15893.86946	17859.94305	27214.53018	19743.31425	31180.22697	25428.15394	18393.2019	18895.41372	22628.99237	23259.85817	21019.54835	18688.72538	20658.86868	22400.42466	18992.54356	21135.60549	14958.28769	16325.97541	18447.01254	24130.1853	16650.01945	22884.44542	22434.15266	27148.43192	21882.68502	19233.27536	17234.43492	21659.82758	22804.00429	17508.03569	15283.51755	19386.936	24458.2878	16248.82175	26819.02695	19853.27646	23426.59634	21542.11683	22676.47551	19057.09653	15580.79603	20718.89652	28962.28555	29791.89544	19858.17068	21871.4927	19162.22721	21132.63616	20082.84685	21850.26992	16307.63591	19908.58285	15035.74975	15351.61111	18813.78325	27486.23757	21804.79185	22055.68751	20160.17239	14640.71338	16556.06598	13346.18869	15981.08669	10014.19103	24158.94573
760.5716_6.12	10929.52011	10981.94005	7166.100072	12282.15783	9911.500235	8876.819899	11050.24673	13838.12826	17053.00155	11128.8454	14092.19286	9866.559972	12088.29898	13821.24893	11350.33124	9911.672759	10305.75279	10226.74236	11333.47594	9662.032698	12086.74123	11439.56683	14747.35527	9218.886178	8451.966411	8562.611221	11679.96115	9187.750577	7446.484396	10514.15897	12762.80844	8113.329523	11341.79803	11080.01332	11615.12574	14512.39887	11341.77442	11216.10277	7171.242561	10974.24658	14205.28713	10280.34721	10532.82629	18746.89056	11837.20743	12773.28046	10343.21069	11886.98885	11102.07663	14910.34202	14053.02369	9111.873195	10664.55626	11815.0169	14089.66591	13997.77654	10958.62644	10106.89876	15261.75074	11872.14088	11330.47239	7868.854832	10068.79973	11710.53765	10757.70094	11918.12359	15920.94606	10799.11427	10405.35245	15096.65978	11493.13982	11931.36993	12432.38452	13524.97382	10465.42135	9643.654019	9851.197431	11222.9851	11625.11059	15047.28725	11271.26504	12189.6457	9646.685134	11738.89357	12944.43608	10437.12419	11937.21383	14652.49945	14388.71421	11443.27641	10311.04481	12903.42583	11054.58717	10469.51721	11520.35305	10842.6993	9016.930403	11324.96806	8991.038661	9542.086991	10396.84285	12092.23158	10049.95707	12951.77443	7700.583969	7957.790587	8900.729048	8402.395616	6303.321663	10947.78118
683.6332_12.3	10980.8791	16216.42118	6612.620896	14994.36002	12705.88482	6310.949233	18317.66324	32653.2408	15409.94866	12012.736	13202.76953	21761.97439	8389.693919	11434.5069	10300.36302	14402.44866	20730.51762	16514.983	12771.52215	12415.20371	11756.54044	15683.42533	18401.02923	13455.53995	12080.99256	12071.43069	12805.87588	16830.05361	8594.979378	9481.017973	11169.05018	15553.61178	11224.65232	17007.84133	10804.02054	17134.19457	13037.63177	9836.033072	13557.34591	5638.744101	24615.93074	23184.36801	8082.653368	18448.45245	13982.06982	11242.44477	20946.0477	18878.73112	11098.53439	19600.55574	13703.70565	9476.674015	12526.74243	17924.41131	11883.23329	12629.48873	14453.30267	7689.623275	9129.331749	7470.509492	7773.171983	8192.237037	12871.8995	8324.307974	11929.20498	11365.43586	15748.54739	13592.36395	17410.20108	12175.25082	11082.56946	15354.66152	9455.467673	15926.06773	22143.26035	13195.88658	13833.66508	9818.404665	8798.947706	20506.54485	26183.61028	13977.17897	17234.56581	17003.97382	13331.61316	12492.82705	22504.85119	24676.99224	15783.8786	11832.85493	10149.33578	13628.1905	17176.17128	8866.468673	12040.89817	10700.92738	11252.40852	10828.93313	6992.326803	6965.498562	15456.93383	9114.312432	7656.542962	13640.45472	14419.73184	9024.456565	12184.43542	12529.89533	6623.817598	7869.390358
265.0802_0.85	7476.088146	7445.347984	7912.38239	9131.293639	6783.247112	8090.37455	6202.079633	6418.490075	7682.529449	7945.161481	6882.728564	8648.0789	6857.09149	8056.917501	6599.710877	7798.215315	6887.739066	7999.847451	10719.98887	7839.433361	8531.743755	6899.67206	8604.986323	7933.69607	6284.559895	9402.402711	5190.428313	7998.239352	9096.056624	7548.828537	8797.343831	7732.249574	8852.72738	7308.07579	6783.758753	7133.421187	6243.531268	7492.177366	6523.929892	7834.483594	8770.607516	8169.220087	11772.81307	6399.664463	8342.59628	9032.811365	7952.091815	7890.633832	9250.209931	8181.173981	8391.27406	7997.071969	6783.501418	6820.136888	9005.940962	6869.871021	8520.817779	8326.052288	7208.915045	8775.365334	6770.625953	8831.803475	7440.152495	7779.447601	8443.70924	6511.082836	6915.401639	8043.105386	7516.483547	7492.862367	7688.956676	8724.287747	8328.866303	8018.506472	7723.155516	9410.792825	7433.297343	8868.948947	7478.250302	9383.494742	8043.91902	8175.626675	8017.265427	8587.737172	9231.748335	7402.876921	7604.836101	8496.748031	7413.518097	7448.039187	7210.130397	8357.704496	8116.882744	7650.09541	6067.929001	8063.845448	8274.316795	8147.257942	7558.461646	7437.788231	8071.576546	7503.480686	8820.002674	8222.784568	6983.503719	7066.68961	7993.152152	10838.74775	6819.588524	7194.828983
762.5877_7.17	58833.07771	62989.74557	42038.48735	69682.11987	57419.38525	53366.102	56510.73186	76669.87421	87259.07814	63703.24495	70708.35502	60004.00572	58187.51227	65357.39127	58285.92286	49840.95207	58459.47105	63984.0145	70302.03397	60050.25722	66382.83118	63827.75044	79636.6641	53074.67897	50601.84748	44350.5929	62506.54645	59414.13394	40497.53084	65499.68207	70070.46685	60185.34686	54471.38052	59696.77976	67854.74326	90146.05441	62378.34743	55852.15834	59277.541	57306.21706	82721.66843	61197.76313	61534.9166	91976.63426	58956.28281	65483.72215	60383.62392	78786.64319	61954.02241	76771.10761	88211.91092	53956.56316	61263.75749	61892.44632	77887.93949	84792.165	52675.97075	64792.94179	69285.8349	73261.93035	62280.93491	39120.81609	54954.6296	57727.30753	61622.76883	52314.54949	99183.92519	54655.18888	60428.16343	82881.59367	65437.76631	66667.75458	78733.9637	81073.92958	79153.10525	57583.51435	57991.74497	63704.90047	75025.56912	81535.85749	87310.86094	67823.59406	57969.04923	66345.3468	76867.06603	54411.74393	67516.51408	80565.20174	80060.81644	64302.33823	58771.00653	69377.09972	52933.06353	60762.31671	61113.29952	56367.00324	49139.60968	63990.25075	48096.98595	54510.69471	63434.49537	68358.79386	61957.30503	67684.14788	62596.46914	46339.25826	48780.16964	46119.43311	35589.12993	55929.88125
818.649_11.4	12247.89852	12005.6021	9218.569719	15953.06829	11441.20654	9347.615424	13637.31125	22472.05432	16033.75944	12767.72348	15092.78448	15710.26354	11553.28778	13844.5912	11381.58481	10235.39316	14465.24824	10933.52776	12114.78347	12784.55157	15556.6508	14861.53876	17024.28251	10922.058	10211.74736	8728.000488	14421.81334	14040.45011	7921.115625	12296.95777	14572.00294	13056.27272	12421.26781	14644.2636	14122.39046	22028.40412	12729.40129	11327.03491	13939.57116	14098.20237	17264.99284	13345.99174	12951.13649	20564.0864	13579.34421	10768.34994	9532.481079	15655.76739	10670.46401	17202.46718	15743.76823	9345.900952	11738.18843	13491.37262	17751.14782	13668.09313	12169.18408	10796.18399	13681.17384	15952.51333	11414.53734	7352.299537	12325.79668	11187.86132	12663.11451	9456.059559	17825.76132	12002.64587	14559.42205	14509.48694	13418.50512	14464.31472	14993.48587	15301.02358	14196.45861	13728.14668	12317.17747	13986.39532	13444.80813	16898.96368	17675.91425	13428.33475	13770.68157	15341.05024	16913.0569	11563.39369	13685.01582	18095.22328	14208.33832	12921.02205	12519.63242	12859.29565	11627.68457	12107.42712	10902.02546	11543.0337	9336.457792	11551.32473	10318.94375	8327.27678	13955.52099	12156.68374	11453.77947	14145.88154	15171.84554	10106.90967	10811.57846	13126.49425	6577.878799	10198.41687
871.6285_10.9	21948.14938	15758.97779	14741.04318	35655.33118	20910.60083	14589.08494	47849.21655	36331.46386	31639.27256	32852.83705	51069.55329	22558.6631	26865.61049	30005.04246	35660.8407	17059.00214	31791.37875	30504.9037	13219.8951	20315.69612	25660.45241	25691.5191	37232.02303	21212.016	20584.38589	19476.53433	27360.28296	32355.64349	16424.38112	35080.12699	32613.58188	21798.73404	24250.40365	41371.92768	21454.93361	19806.37194	26860.12457	14878.85041	22898.97902	35183.81299	19186.37373	14606.82252	13391.72319	27089.51741	40563.73432	16600.27708	33362.82946	35452.09394	25586.80768	44035.12821	23140.71274	9513.676204	17168.88227	31462.6909	40330.33143	20319.59444	29217.7965	25377.73395	31314.44772	29997.68496	14751.27952	10283.97597	28342.25493	13058.86524	37523.62456	30724.98214	31702.28606	27859.86445	24606.59684	34483.5161	24064.10023	21133.50032	21956.90858	29402.92418	19828.53162	18228.3905	28235.25142	33472.99529	10868.80325	39711.39779	30466.35318	19677.17	16853.05192	27446.3388	17165.91489	25791.737	25345.0968	42372.79581	19574.6575	22409.00518	32485.81387	20762.80323	27339.43771	11271.11368	10242.13552	18008.83778	31798.01226	7120.922706	21939.90878	19307.6572	35787.97794	30102.55721	47424.89129	25199.87124	26394.02137	25440.11099	25763.68242	21699.59579	15041.60005	23524.88748
340.2401_3.19	133425.6241	93097.9635	57200.61565	127332.0028	50962.9131	85670.50249	128459.3436	92878.95096	235288.0682	79018.79174	52530.75035	115511.2471	52555.68358	137495.6732	242658.3842	68263.22336	86805.42186	76404.08778	88663.86432	73378.85919	74093.6582	189608.8272	91068.54919	100352.8006	106738.1469	57445.70773	149929.5718	126939.3532	110306.5358	168505.162	90713.92737	51243.07611	114519.4375	97271.27561	135004.9105	163132.8608	116949.2793	56730.76431	360074.6486	85353.44739	10884.18586	34675.99788	79409.97572	157043.6909	84054.73927	288762.6823	42970.11895	106897.7741	78753.68108	89015.75945	200168.0033	121438.9673	176276.2276	94129.62823	89433.83491	99613.93083	221035.0677	78369.20567	67282.60538	67153.0176	64814.42521	58780.76588	68578.53296	47737.4189	92528.00359	117656.6851	113919.8143	96188.92624	90853.5128	50843.57519	163084.6323	153813.8603	87966.40174	76523.94353	53069.28913	97937.39296	36105.2132	85758.8728	120658.6288	101063.1689	114773.8098	168726.8934	68912.29642	133457.0647	95683.97129	107108.1828	7748.755408	97259.36626	130549.6982	145172.7197	144939.0171	83877.17048	210170.5523	106564.1655	82915.83615	38072.6145	116556.3296	56920.64533	41715.47592	50403.67432	121918.2852	97002.4667	94957.91562	87144.09722	80585.96292	256163.0859	56619.82896	57746.10004	1126.840608	52133.59056
723.672_12.59	25705.46669	36135.52248	18879.56839	32875.2432	35604.08111	18780.54931	20791.97291	41288.06362	21834.87409	32093.96394	24879.72354	34531.37565	26570.86917	38579.08295	20309.47204	21870.92805	48964.16408	26582.55375	24367.87813	30648.59486	30804.07681	37708.04885	35934.35797	25282.21644	23805.46502	22683.23339	29825.78422	28911.17999	11379.47045	21877.45164	28032.49954	31652.12508	22283.22503	32893.56491	28686.86213	38103.30931	28535.32028	25079.72651	31185.54214	24953.28971	40481.34779	30896.61998	21119.44133	42619.86277	26693.64938	26141.26984	30274.90968	59327.20338	21076.39187	27153.92588	52318.78276	18064.58463	35514.54403	30923.77578	38121.72625	48041.35053	26639.82548	17319.06381	29818.24364	32329.06569	28736.63204	22583.20493	26945.76657	22143.75061	29613.02614	28573.53518	46281.35953	27793.1959	28174.82858	29136.55159	28686.62958	47865.17373	33574.12211	43320.46081	31354.99218	26951.8823	34497.64229	38597.72104	28474.10419	39405.36496	54937.25364	23820.46267	30116.57206	35009.891	47942.11079	22164.93421	28354.94938	34737.86087	44907.05966	29186.66327	29326.1812	31251.99253	18084.1124	25640.82096	23005.91879	21777.45934	19961.8676	24083.17351	20702.09285	17893.3066	38122.79415	25998.87628	15960.78061	37880.33267	39204.68037	17240.80124	28091.41881	24922.32266	10622.15476	25145.88639
420.2461_3.4	6726.129818	4786.685197	4932.760032	4027.166183	3921.836059	3504.166581	5440.378215	5777.354081	3909.503017	4915.746264	3846.70739	4389.458062	3259.165755	4616.965708	3660.194488	6937.972743	4925.993131	4599.100385	6513.22664	4740.052051	5131.407334	5167.573652	7963.718018	5563.948785	4831.953607	3140.192865	4751.672703	4066.667279	6799.128142	5488.494095	5692.000916	5413.614657	4020.61016	5436.62566	5171.755539	9166.368508	4046.970623	6587.129112	4528.694446	4484.418561	6529.531641	3906.511142	1989.663142	4271.238804	3844.072072	4925.906618	4971.700796	8093.497696	4199.700671	4182.951201	6108.584359	4291.350887	4749.838052	4383.572757	3620.868951	6142.995081	4200.894844	6597.428028	5087.420152	5097.573526	4656.6276	6030.435092	3922.4369	6040.465499	6626.338883	3890.349688	4416.906777	8201.706769	5876.964569	2786.160742	4719.330129	3683.187665	5178.809015	5285.667451	4685.383141	4737.247178	4226.81418	4405.502556	4363.409336	3462.861075	8788.956411	3089.127605	4751.506358	4937.456721	5655.909071	6056.901948	4780.610984	6608.087873	4892.750183	3902.919437	6079.915546	5648.326878	5743.895573	6532.089833	6689.965371	4021.084855	2881.444596	5849.223286	5179.933585	5187.282055	3539.202955	6593.198263	4247.23139	5148.721274	5039.038932	3724.887927	4857.954399	1973.584551	4750.317004	4437.304133
378.2234_2.99	11297.58105	8709.130685	8805.769166	5734.226722	9491.504442	8151.441901	12165.21711	12215.8233	5094.982038	8044.950059	5674.766371	8940.346839	4585.534556	7670.923845	6318.414882	16367.87784	9682.528868	10027.91294	12323.25938	9780.26878	10364.40318	10595.74012	16361.06696	10810.68238	9376.414343	7014.915274	8806.071271	6970.638386	18358.34849	13507.14735	11423.71585	10885.65391	7166.291506	8333.198763	13075.11384	19874.36288	8214.509687	13674.13917	6337.126336	9504.424064	11102.39589	14298.96271	2225.201851	6976.008126	7917.630755	8819.335324	8692.142043	15923.17921	8279.674772	5921.799989	17604.4052	8037.075073	11312.96517	5901.49916	6754.764777	13398.11985	5342.973626	14028.52612	11329.0456	8010.149363	8149.468179	10987.26363	7698.94115	14586.62735	17767.59096	6175.808297	8883.312195	17252.43405	10608.25979	3625.466987	9822.351873	9128.456899	14068.12362	11056.98234	9798.815679	9400.828318	8656.106435	7883.782399	6584.287835	4552.666544	16642.56296	4988.183882	7699.369644	11431.16139	13818.28601	14963.00239	9873.038434	11028.95666	8180.02031	7254.520194	16915.63357	11517.68288	12955.01981	12778.55633	15213.90217	7631.88714	3613.762668	17833.52908	9887.928942	10164.68398	5997.325545	15013.66103	8267.605838	8626.776205	7835.480104	7689.251048	10299.74989	2924.998614	10054.29604	8472.032216
652.527_11.48	23214.78496	11730.29827	5639.112169	12954.95873	15310.42906	14096.78898	78457.69443	28337.40539	6894.52951	11028.02879	40970.96612	18982.0257	17104.92657	10789.9263	26372.87182	21640.84491	20658.05836	23145.40473	15325.73698	12627.11381	13133.3455	25206.07061	41786.12362	13149.83366	4043.458362	8595.65329	15734.8385	16802.26272	14964.45511	11888.32345	25102.30281	25623.9375	14952.35146	14814.90687	9403.655239	9804.218567	9861.57574	6586.76865	28200.12251	17556.37733	12418.20013	10311.71656	12462.29544	10943.76239	16638.03167	12192.06719	28651.04361	6796.345441	24571.12224	30887.22828	17448.76098	8905.339742	13451.71818	15126.77119	30371.82666	6298.368603	19736.37538	9266.774112	22755.53748	12312.88741	11498.56942	7991.235413	9982.929345	12778.79457	28181.22364	31830.85571	11841.60033	21294.34698	17997.10212	6288.29825	28717.10659	10723.16676	16350.93809	9113.254228	8497.295926	10272.57103	33039.49293	31280.26077	8878.44838	9279.100287	11877.99578	14403.80958	11561.70515	18712.98434	20548.67773	12708.55684	21060.82326	26960.09776	26849.27806	16173.71637	22094.02713	10363.37239	14259.82532	9339.74311	12944.48107	9949.216658	33851.59558	5842.12064	8203.993927	10220.20275	12370.8696	13836.38913	22321.07701	26169.97325	7232.725969	9545.94144	16666.71067	29196.50438	10199.6884	13006.96593
586.5158_3.5	22144.47458	14759.15773	16519.69925	12570.58646	14439.83364	11449.03422	18287.83024	19840.89572	12625.86731	15043.67759	13949.6231	15714.9118	10779.28008	15827.71544	12976.54128	24240.69918	15821.14685	15546.86884	23290.73624	15581.00039	17649.71561	17339.21276	27644.02856	18874.60091	15991.92232	10292.64059	15961.68087	13429.55342	21931.19877	21404.04781	18955.37576	20544.91432	13128.05198	18997.35318	17111.74892	31641.90927	13733.61154	23212.47468	14113.37452	14233.39983	24182.75197	13223.26648	6413.4736	14714.86847	12635.58164	17659.23688	16532.10848	27762.27238	13873.39329	14440.92501	19683.68729	14299.87453	15300.14108	15166.24227	11503.47914	20628.40969	14219.3605	24154.06969	18678.28364	17185.36762	16108.64691	20400.60446	12759.19922	21636.32722	24052.3626	12947.90145	15703.08545	28999.33357	20218.94277	9086.791795	15675.74046	12933.6791	16611.32126	17749.26525	15456.64636	15466.99861	15815.20118	14403.64093	12833.32547	11451.05664	28786.09767	10298.32062	16619.07834	16173.69214	17926.7454	20802.54275	16814.40403	23088.02682	16280.01607	12901.56583	21268.82692	19404.05165	20235.32255	22301.07711	23063.72113	13709.15263	8738.674141	19526.29621	16524.42437	18663.32007	11912.51316	22462.17781	14877.75699	16165.89949	18047.39395	13253.01388	15532.00394	6632.098882	14776.75751	14190.64923
412.391_4.37	1607.241489	5402.496918	4022.528533	2174.319367	3930.134727	4948.551219	4128.416008	4459.234628	2951.399259	10873.25008	10226.14671	5207.87074	5813.545294	5140.329554	8073.211492	1366.722821	5590.288977	3654.142077	3911.19546	3292.804471	4952.553679	5746.675727	3211.508021	12811.50858	1792.690932	3060.552247	3250.844143	6807.118343	3004.237939	40383.1215	2866.885435	2618.421218	4438.727598	4174.031487	4882.610135	2751.863478	4834.342654	3095.071072	719.4385509	2062.506764	8464.271678	3063.977753	3405.423427	3422.116866	4039.365065	5708.735403	1912.074606	4401.952929	3959.598763	6662.341285	2488.44192	3336.917453	5872.816227	4439.512881	2225.960808	2380.87216	4442.724979	7424.466634	6520.560442	4950.816838	3622.434212	3391.136225	6063.401802	2986.092034	1557.501725	4775.467151	4111.113187	5172.571177	4863.732217	2408.018736	2969.662461	2131.06151	2064.146663	3223.147608	1202.036265	2750.236389	3827.34235	2514.139948	3599.771898	3098.325435	2802.537776	4615.303096	4627.690658	2311.899453	3296.768409	4343.80182	2006.31264	6217.085011	3129.758155	4775.785041	2674.354144	6267.878045	4185.334369	2487.545233	2356.017977	5587.366107	4010.890665	1564.786706	1864.694948	3656.250749	2083.387561	5843.67648	2943.10622	9619.330837	2002.610098	17039.37072	6466.364277	1080.382907	2419.763605	3011.720478
822.6355_12.07	16706.45717	17894.5601	15802.1225	19843.081	18318.94496	15986.56274	17957.56332	20785.86427	19247.64449	17259.73057	17774.76489	19440.61677	15939.98294	19145.32703	15752.19059	15842.59206	16731.63221	17689.24573	16658.53027	18058.07007	16457.6448	17350.4124	20384.21116	16435.72786	14981.82932	16076.27758	17990.24704	19488.11336	14503.02119	16700.45252	18420.95295	17795.78975	17016.33014	17501.97469	17566.84007	21838.09731	18018.37094	16617.1104	15344.50133	16660.63102	20257.70482	19500.79953	16861.72474	19541.76612	18748.5291	16724.0701	16888.51318	19848.28229	16879.70825	19853.07322	19897.72807	16914.12909	17332.74509	17058.41755	18425.088	17678.82243	16827.97779	17199.96162	17851.50475	18534.56829	15629.76735	14619.25927	16836.87765	15553.28764	18388.36202	14558.93052	19581.87954	16742.61086	18971.54065	18358.32426	17641.69268	19127.6044	19692.46208	19230.71085	19384.10657	17667.05992	16211.65018	16256.38008	16490.27917	19480.43338	20033.97351	17010.38595	17390.95318	18518.83913	17866.18907	17290.15808	19125.9662	19932.99181	18052.45332	18279.28939	17108.60434	17269.13752	18240.6653	16076.36914	15454.1602	16800.66265	16008.27763	17712.6124	15059.30175	15357.62035	18250.94469	16191.04842	17036.70998	17277.25702	18068.23725	14889.59966	16575.4401	17665.2048	13735.87972	15966.32319
841.5817_7.74	88460.70541	77790.62752	70041.83355	79679.27406	70148.1827	69410.62896	152571.3314	111463.762	99098.84799	90904.12398	89472.07107	96582.45029	67666.88602	67162.9335	57380.1519	60979.01425	56963.95863	76247.60652	75423.46514	49559.872	67737.28685	86011.53248	101369.6208	69323.1633	53339.39095	42466.57275	92065.79256	110567.5345	52133.29409	112034.9391	103723.1075	57185.2913	84879.4273	84479.5386	68511.64287	93270.79078	83381.0738	84695.12503	64514.81044	84494.9577	136795.9583	67596.52869	90327.77001	111242.3521	85851.43261	62925.83103	64444.32349	112510.6555	76376.06401	132910.3537	101084.6098	71087.00736	73091.39496	93136.67213	93202.2373	82985.52155	74827.43027	82077.07146	92495.66349	72415.57436	86851.27041	56157.49967	62216.09059	72144.49598	97150.89226	64853.18644	93198.19083	89513.78283	110394.552	90844.81591	74919.17897	68220.84837	84790.46342	93145.3036	66888.2995	58570.92503	79891.64937	98846.33212	62795.85917	112671.1421	77422.1854	93247.39902	90381.52641	92216.313	74111.69718	63452.01122	81946.59868	118792.5522	127008.445	77980.19166	87573.36322	74246.85184	84174.83005	81944.76569	91669.06365	62944.28191	76513.4591	56804.96874	59915.58344	75107.17633	111790.7293	87811.34851	91188.2612	79986.03811	54625.82015	66948.37115	48358.1824	62300.82857	37607.22717	95707.18771
382.3806_7.4	4466.212833	7637.044236	6184.079259	2989.053655	6390.179177	8865.755253	9205.818937	11899.94385	3366.492595	16569.16698	12148.62278	7502.6852	6596.5838	8057.959483	12687.22043	2334.918933	10395.45397	4994.357931	4784.606388	4561.706064	5545.784718	8149.868268	4064.900471	12442.45011	2914.270878	4588.223072	3959.982378	11401.76202	3780.275162	43367.61864	7300.522625	4518.784106	6774.625621	9584.155481	8983.509382	6466.104817	7581.528611	3905.820877	2103.634132	4391.425103	7783.969713	4252.115329	6216.705479	6808.997557	6768.115226	6739.944867	5444.055555	5725.347611	5717.309903	9460.544676	4357.311582	6520.982697	7683.037467	6052.443008	4837.453613	4405.019333	5618.11366	8814.811138	13746.52814	9814.984706	5896.163082	5266.842207	8172.696712	5062.860962	3253.235107	5941.156288	8641.614717	6205.936574	7314.362903	2562.384969	5320.860227	3475.329568	3745.28564	7163.356975	3336.71806	3781.778821	7002.675003	5889.348267	8047.945564	8382.957824	4754.740628	5357.477432	7395.262927	4273.506981	4286.201489	4487.180553	4906.604875	9274.618547	3793.992649	4738.766792	4261.334851	7466.016219	7702.214161	4724.506201	3849.610512	9510.798851	6738.873531	3121.270255	2653.75501	5885.578756	5499.577319	7894.656525	6513.291081	10407.4245	3140.336357	28021.00987	18895.51648	1913.554717	3041.67001	4483.71633
929.6323_11.6	16908.31456	11847.17782	8564.183981	16263.0398	11038.23449	8755.994024	12917.48961	15981.19097	18507.83461	18160.45956	20479.25335	15365.50863	19854.97283	14274.98046	21746.3211	8449.398452	20085.16857	12375.56916	11258.10343	12929.46431	14045.64089	12014.57065	16590.78155	10597.09268	11750.03516	9696.64093	13367.27196	16421.45454	7036.371754	19552.26452	15694.70952	8143.327482	12459.78382	20522.01666	14006.8406	16741.98666	16321.94927	11396.72877	13343.63835	15871.08662	12248.38519	10815.28591	9803.552689	15306.91557	17457.69968	13085.67257	21243.63392	15961.79864	17363.19803	22812.2457	11223.08123	8517.625878	13042.77367	19312.01426	21469.36899	12310.51733	18341.32034	15834.79876	18091.71765	14675.4992	11030.5232	7762.654615	13244.1058	9326.491147	12959.67594	20129.58864	23388.39797	20503.48743	14952.55305	20408.59554	11812.90973	11473.55839	10203.47588	13180.86475	12889.29281	10444.46023	12482.81064	20994.03022	15820.85773	19868.21049	14590.81408	10907.19251	10731.66888	10822.41445	12459.26141	11578.02986	13606.09574	17670.97515	12916.11968	14106.70993	10720.9113	14474.27484	12467.88347	9637.198856	7971.229828	10089.22608	19610.013	7525.093829	13403.76234	9189.852192	18303.5629	15555.84457	21191.35391	16201.76087	15579.21263	11139.49027	12900.76683	9401.482767	8441.600684	12109.57762
