Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
246.1364_15.77	7552.940314	13240.50634	4062.405064	7313.806062	2649.52223	9164.273882	6279.50613	5536.546125	2991.254339	7514.525206	1418.57401	12820.3205	17411.07063	9424.277476	5585.512079	7693.897328	7358.791441	4055.637134	7587.824228	3561.336726	4603.846519	7498.434106	2276.38913	5051.726352	8116.690105	8940.558216	35162.87607	9312.11728	7126.645961	15002.70978	8376.543572	3216.427358	8438.736781	7894.827887	20981.6657	13414.09589	7764.861559	7938.509188	6967.597082	8262.551688	10610.82646	2068.902042	8418.732717	5614.187983	11062.56071	7950.154062	3967.660889	12236.24088	6184.155797	8474.562835	6746.251923	12489.22244	8821.522741	4338.434452	10149.9118	7266.455176	5248.071362	7128.624916	4000.482101	5035.994117	6253.980629	10022.4949	11163.12028	4612.364863	9370.438118	5137.062465	4562.647547	5559.233099	6618.509767	2075.573793	3771.680942	6887.1513	5394.146893	6378.013376	10304.34492	5639.580637	4590.038364	3239.155304	5350.788898	5939.729613	6443.226391	4564.88009	10501.76226	12361.35611	1571.131196	9914.199139	1570.897111	1776.542584	5969.589179	4224.957233	12207.81032	15172.30421	1583.281084	4886.571658	14314.23187	3018.083928	2341.286344	6072.815085	3810.69139	5919.697282	4640.570956	6836.488016	4624.062484	2232.045604	7480.880984	6196.46691	4728.146099	6381.068444	6315.945632	4906.880873
457.7627_6.39	6062.551997	5782.33697	8872.049274	6566.475962	7351.503433	9707.638258	8288.145938	8545.21195	7991.552001	7134.340635	7281.610475	7586.182853	7392.33196	7649.678591	7737.573818	7598.574768	7172.026222	5482.026001	6795.697768	5924.882941	7954.138213	7341.35129	6200.089908	6617.729545	6537.834378	6604.069928	7224.58239	6200.693782	6415.809572	7409.648866	7929.567869	6678.245558	6602.136442	6499.373785	8239.863417	11243.09763	6261.204349	10106.98959	5580.549974	10233.88201	7966.266206	7004.52694	7179.019374	8698.891675	13713.39837	7965.78993	7116.554301	8688.14859	7964.465763	6976.70634	7198.366167	6348.49073	7880.554409	7102.257698	7335.072911	5731.63761	5244.63923	8047.335197	8174.494691	8210.29218	8401.375291	8020.443069	5906.659639	7028.963497	5837.289433	7129.266361	11867.02556	8738.240941	7505.457326	6851.698488	7742.99806	7259.741553	8748.688672	7182.460008	7472.049305	7042.724825	6839.996185	8664.922578	10615.82151	6349.755199	8137.204535	10925.19519	7379.190737	7036.633412	6450.385331	8225.18045	6328.840337	4506.597028	7491.953099	8279.056993	7116.194284	10731.82919	7954.074397	8069.994622	8282.747517	8032.627029	7246.408869	8315.737452	7958.504637	7126.747654	8144.034987	6464.501082	7270.137049	7873.512649	8340.617326	7473.979812	7324.759497	6803.957981	6956.327749	9161.110903
190.1309_10.49	1716.665158	2039.499547	1271.809946	1690.490479	2463.498268	1917.94935	1217.212415	2119.538052	1551.567491	872.5602585	1273.20317	328.9803581	1263.699436	1385.705271	1004.591206	1553.56152	1539.157086	1276.600199	1452.71452	1959.399685	1290.930441	1270.941485	1255.109713	1952.223162	786.1962176	1028.015645	1619.382444	1509.963007	942.9713674	1254.912665	2019.911342	2063.563979	1860.027301	1792.76901	1848.247911	1664.324269	1391.845264	1317.646833	947.1666362	1292.603917	1291.258783	1134.47119	1698.973549	1956.469634	1981.206884	1157.694613	1373.440309	1355.415111	1550.185884	1525.578109	971.6259976	967.8464864	1615.69185	1471.769794	1102.225661	1566.472963	1831.464741	1755.427938	1771.870755	1056.919375	1813.503532	1613.03124	1324.25771	2289.072164	1489.234852	1915.532652	1492.038012	1244.099636	1257.102809	1390.904721	1401.055558	1418.193438	1995.909615	1138.501081	1095.446007	1710.023401	1709.668466	1233.144654	1235.346993	1616.502837	1898.828925	1636.339231	2213.137957	1393.833903	1675.308226	1463.767107	1175.868339	1084.136819	1057.306369	1492.984106	1216.655027	1315.753271	1614.909295	1918.353027	1018.820496	1237.475581	1522.475625	1419.532943	1049.242747	2330.333535	1631.808688	1181.391427	1479.23277	1452.656987	1736.86057	1245.932497	874.424732	1772.079559	845.6976788	1265.618401
129.0782_12.85	4571.136811	5201.361906	5744.117332	5524.240612	7766.739027	4464.899719	4267.536626	6819.610024	5570.552177	5418.34139	7597.336605	8643.9694	6338.440032	9932.381935	4618.411493	6327.968751	4494.281213	2831.458696	3834.903898	2896.279133	4678.060904	7793.839977	5090.049886	6482.675759	8185.5902	5752.789561	5130.949659	5030.532784	4177.063169	6186.884518	5485.34582	10000.42583	6777.718106	6574.270885	7842.608545	5104.102173	5089.19005	10589.43808	6679.533859	6591.67357	4871.486821	4273.370142	4421.229165	5181.294615	12374.02297	15077.44166	5542.894693	8712.369757	5356.645597	10477.28256	4619.024928	3041.664438	7013.460646	7396.756503	4521.008033	4803.711261	4097.71413	48171.41033	4533.789784	8078.158916	7215.799473	5150.597025	3127.653255	4245.950509	7517.735779	6435.676073	3710.59543	6302.097787	4326.438443	3686.209843	4817.031416	8282.648612	6320.477391	6576.54025	5059.129512	2874.456948	5184.636018	5347.798253	8647.883579	3788.201795	6612.83599	6838.491141	4502.754127	6571.506682	3823.804021	4674.725099	3816.941289	7683.088246	6905.489917	4548.671711	5609.213458	5301.640036	7778.926534	9866.721943	5928.944981	6274.573198	4274.130594	5457.916616	4291.438683	3074.179641	6302.017735	5308.368142	9736.551592	5691.877793	6958.523677	5986.699549	6255.665301	5162.147206	5659.102827	5646.981254
408.1795_13.47	1070.642252	1095.793774	1520.501647	434.0306487	1077.890803	2223.807607	944.5367048	1965.366297	1622.980269	1006.344939	1014.212565	1081.949539	634.5123876	1237.040652	1124.199877	1570.240386	964.4220845	650.764687	1284.045751	1003.095446	1221.806841	1036.723733	686.7317075	924.3848526	1264.038505	1155.802983	913.7232477	458.1850089	467.2145641	990.7652919	1100.852344	1068.237848	928.2911602	1993.128259	460.0303935	869.5244463	977.4989132	995.5071219	1489.043689	710.4881199	735.4628089	409.2576109	1189.515435	1603.664246	1256.224218	1587.707668	884.8281775	1155.947712	1056.439964	817.2412072	932.3077232	906.5380477	990.6210655	1210.638805	1078.087362	1046.638875	948.7599033	900.992745	662.4842965	736.8942245	1223.583603	1455.545888	969.5374569	1446.868916	1302.42066	1184.097196	818.6506248	1079.913326	1050.191391	1617.720218	903.6342498	1158.418928	946.8827174	881.3921911	852.4386611	1068.759986	1216.945433	860.0044509	897.3107583	944.9417302	1029.405286	725.7163232	841.9103066	633.4046744	788.5311517	703.2392691	1241.773391	1230.222481	1227.277959	710.7504885	731.4599626	965.2071912	953.977522	354.7504797	1582.446437	1974.172951	643.3716664	1574.906865	1296.983485	1857.008628	1046.226402	1099.115621	873.6243201	773.4728851	875.6106706	560.2065508	633.2605093	932.6986837	1003.590782	1905.93959
270.1946_13.85	935.9830773	925.362671	248.849537	1101.241772	1826.939364	1165.181175	1114.767472	1181.845894	1350.182334	618.7210128	769.6846849	1123.421765	1870.226621	1208.499479	2169.018374	883.8938505	1121.712815	529.2803522	1868.764149	1025.489403	1544.729199	961.4865396	1119.84834	1032.841695	1026.534738	650.6428133	905.9930485	1288.487437	594.098966	1290.098754	1344.695143	1365.374361	540.5810828	1051.075894	1575.504468	1950.894055	2771.16505	888.3623474	1182.877055	823.8659988	1164.641053	625.9848156	865.6145799	1222.88602	1990.466988	1106.037548	1670.426404	1232.862708	923.8138766	1644.137302	1341.559355	1336.744963	1166.484248	834.0187808	2426.106069	797.0917021	926.0107975	1427.219512	1102.641647	713.7837426	1063.221219	800.8969785	441.3093373	1470.653538	1272.61635	824.9604614	745.7696031	1000.63425	2160.283114	781.4918415	943.2031397	1110.888243	1050.190231	2177.217911	1662.792452	1218.274285	1337.57467	1649.806026	929.2586748	1726.97248	1415.303107	676.722164	1132.007553	1061.935962	1168.04549	1223.659523	920.1218198	1049.673835	1101.92252	681.9428222	741.9456516	896.2317238	682.9153521	909.365114	1686.274691	1086.963093	1020.77523	1200.750326	1738.877583	721.3042026	1454.990329	1137.560523	1393.449664	983.6991279	1388.165895	946.3011187	1018.396844	4929.525694	649.8563848	991.6181732
211.0943_20.27	128720.4383	125779.8251	139767.8922	121975.9504	110345.2213	128726.476	138458.8345	122921.3145	142484.2831	130260.3523	140582.1901	113076.8049	132897.5237	156057.7844	126225.9978	151690.5365	121199.4294	111656.4294	114491.9312	123750.419	146163.8151	167514.0573	111069.0173	140287.6841	130486.9198	111185.5282	149358.5023	102862.8739	158657.9132	116516.1925	136414.2733	120071.4689	142332.7168	173491.4304	107140.5935	158335.3556	130962.679	164439.6072	123620.5682	141688.433	126501.521	100354.5462	155968.1077	160853.6374	126218.541	125165.5863	169099.4673	137324.2102	124125.8664	119917.8314	125345.5018	113987.6479	186775.5274	123340.0284	133058.5131	144601.5848	101559.5554	112514.7275	151371.2317	144017.5354	133395.4936	155227.6024	119983.9607	119306.7707	115104.374	136364.2914	137990.3586	147878.1288	117710.0801	120719.4638	116098.0654	125331.9286	159880.8472	121364.7708	151861.7194	128891.1625	133319.462	137300.3315	132454.4915	131700.0406	149963.695	159876.3454	131164.4875	128807.193	119936.4798	127150.8917	140074.8772	124333.4415	154277.1081	152286.765	139432.6539	130312.1134	128998.5295	104177.8253	110815.2934	150179.6974	132046.6162	126571.0498	126597.3379	157061.6129	141317.5547	135338.4634	144744.8702	141794.1983	137126.5591	146319.7722	109138.6389	113176.1003	172031.4538	124256.8551
322.1883_13.76	1989.011902	2028.758091	1939.006077	1900.166246	1714.503737	2712.333713	1617.911198	2024.56645	2212.580032	1992.456954	1950.776281	2437.752147	2369.884749	1864.105436	2201.125083	2674.952787	1950.152717	573.3496651	2385.925656	1537.330834	2393.094586	2233.511614	1730.093851	1600.029975	2062.114574	2512.751692	2598.169629	2019.694301	1409.561338	1917.303385	2263.2429	2272.595611	2708.466062	2081.223326	1370.561361	1746.658151	1750.973662	1352.322239	1672.466428	2037.388721	2072.117772	761.6519035	2212.023808	2091.866684	2181.304833	2920.758808	1481.911721	2725.048912	2393.658228	1937.525854	1849.538238	1670.416807	1699.575507	2946.312878	2101.436045	2199.963906	1737.197909	1972.560162	2630.638034	1369.314397	1614.550365	1423.92174	1461.134403	2517.794196	2031.122196	1445.196754	1871.90609	1985.38844	1448.940961	2435.261049	1783.353651	1675.002896	1562.37411	1864.729051	2131.186462	2147.189404	2312.274545	1165.671463	2358.917608	2050.345606	2755.621498	1923.542374	1938.964644	1572.668592	1745.71621	1893.836367	2156.640265	1694.133444	1743.163803	1874.780787	1859.940673	2048.524717	1467.30526	1417.340655	1748.453803	2624.265275	1181.479901	2110.827202	1732.233123	2147.520165	2051.792879	1908.631547	2174.849633	1625.791953	1568.153034	2035.854147	2194.210298	1416.76753	1662.137592	1638.327229
118.01_13.93	6662.470192	8386.726939	6012.144047	9178.923653	9311.553756	5931.41526	7402.67352	9627.152897	8657.971483	7085.622584	6842.951179	7630.260206	8880.402077	5436.816124	7267.492245	4779.984066	6702.852647	5804.439059	7871.602504	6790.4845	6078.970807	8237.461296	8206.367306	12359.07664	6214.765845	6580.984359	5287.953259	6493.568687	6982.775447	5222.296149	5848.383403	7888.015643	5202.781657	5146.555087	12939.58936	6131.4546	8363.649989	8992.643097	6561.909684	6498.79086	9154.089476	7389.486722	7385.042644	6977.289521	5634.41287	8233.663124	11779.45453	10320.10487	4850.710059	13089.94451	7885.673844	9872.392334	6219.368994	4878.855305	7767.600272	6073.642288	6025.817648	6142.566102	4960.295638	10728.47265	8595.702077	10448.69474	10630.13757	6754.427614	8152.318441	6858.500412	6495.666544	6378.034605	8156.356809	7398.784654	7850.992085	8371.887697	6831.092533	5949.807191	5559.980784	5373.810432	6321.720688	7505.306401	6027.844448	6523.386632	5803.12933	12186.91071	7638.920572	10921.1718	6786.392127	7495.229834	6272.58972	7701.353448	6570.776061	6126.31508	8633.46824	6179.863132	9980.836874	15979.07642	8842.359527	6831.94339	11516.88262	7283.800524	10506.14809	5869.357333	6678.924774	5830.680217	6747.832859	12982.89045	8898.651331	7354.800821	5959.277856	13927.54928	5129.600315	8957.983878
373.8011_6.4	5499.13119	5490.610039	7911.237128	5728.443424	6577.727318	8764.289929	7381.068326	7701.103304	7575.423363	6316.753846	6632.367948	6563.76659	6779.06659	6615.074485	6566.957835	6760.569315	6486.402658	5027.72543	6252.453831	5238.003761	6968.52527	6462.759305	5446.941877	6159.110965	5994.774134	5805.875481	6241.081668	5796.996251	5766.103384	6597.973306	7243.46414	6226.819191	5893.350446	5950.255109	7204.682406	9761.241661	5518.566975	9001.887396	5091.274807	8881.416299	7168.220722	6361.838419	6487.393509	7849.312999	11960.8098	7015.257227	6549.787933	7450.134694	7349.980056	6407.562202	6627.507428	5946.518466	7110.228052	6396.039952	6605.109864	5464.606241	4609.155717	7206.659024	7210.940033	7326.407953	7435.496126	7085.606387	5442.01116	6210.506291	5260.211556	6278.053266	10113.42873	7435.764336	6951.505492	6200.530897	7013.764919	6622.075636	7912.41074	6569.981842	6650.64891	6412.67127	6193.921117	8074.676329	9482.373078	5845.766928	7005.272037	9674.994077	6518.359474	6276.757792	5951.387879	7170.275524	5538.259044	4221.850438	7041.915947	7575.257694	6339.605596	9165.130345	7184.35737	7497.229799	7474.216521	7713.179253	6706.909252	7529.254753	7037.646363	6573.901961	7445.113611	5712.931095	6815.306305	7238.224731	7533.477085	6796.449999	6379.841485	6346.164154	6046.133481	8003.979177
155.0347_6.43	13678.60129	14650.94215	16324.19817	15697.84653	14767.50021	15595.49079	15493.44031	15741.51953	15562.39162	15624.14573	13284.97999	14120.47129	14960.74428	15595.16542	14777.94016	14311.63771	14672.30222	16694.92116	13223.64935	14735.61716	14939.41679	14857.28682	15148.02209	15238.75064	15460.57212	11709.10237	14758.76697	14557.39483	14930.4749	14956.77865	15019.12967	15832.62872	15942.02128	14387.24966	15788.53766	14564.15401	14252.9182	16253.66923	14737.95426	12864.76905	14757.66884	15165.75177	14733.37174	15349.25642	16475.43318	14931.13334	14218.95935	14061.19029	15917.02627	14010.30062	13401.17747	14604.42073	14410.10838	13960.85438	15134.62358	15429.85156	14083.42155	15889.17756	15226.70685	15693.9798	15807.17607	15672.68811	15093.65737	16446.45862	13852.39732	15454.15111	15409.9115	15150.25229	16334.23884	14721.26619	14292.04542	14908.08464	13795.845	15449.48783	15448.56024	13756.44766	13997.42401	16483.43146	19695.14662	14901.62932	14994.41338	16711.9927	15366.19912	14348.8494	14060.78046	14437.71334	14206.89459	12805.14708	14961.54249	14571.71646	14998.73664	14383.19099	13476.98112	14654.83722	16274.02469	14904.79651	14663.35128	15280.34569	17164.59101	14759.1829	15440.02012	13931.59693	14919.01177	16277.44507	15921.7174	13755.2934	15657.70411	13893.23502	14217.14415	16368.284
146.0072_8.5	38898.38318	36429.74932	30938.19452	37408.67574	27574.53588	30796.95253	43014.25754	35956.70233	41580.64673	40731.29452	40430.82786	32561.46736	30594.14776	40103.55131	37891.69425	37894.33255	36528.89709	35479.47113	35806.22545	38982.53092	34269.27441	33350.4119	36258.62333	35129.89729	40365.58833	35723.84766	33128.49677	38717.67021	36922.60777	36396.39034	39767.26135	34032.12411	40418.38239	32129.6251	34329.61651	28836.5913	31099.19258	40356.52851	41391.17831	28232.98066	33667.20753	38334.58201	34030.71891	34326.95211	31626.55761	35104.8007	34951.14823	32838.43414	38484.97785	31886.33342	27651.72883	41947.0318	37323.17815	28919.66967	30920.96323	37793.0585	40119.9169	33796.02255	37358.39113	36906.21079	36422.49671	39117.94551	40698.03226	41269.90747	35427.30356	39607.66153	33667.41107	37916.40456	41090.52416	41269.86387	40889.28006	41366.03583	33277.25186	38473.20412	27273.99571	34388.8642	35376.80973	36160.38251	45327.02619	35825.55933	34365.25117	46215.32485	32346.83599	38594.19822	37764.22126	39501.20434	31041.03516	36326.59246	32044.89268	37462.51977	32627.77075	37330.27991	34063.99418	35881.2446	40540.06306	36200.85588	34452.69812	37993.96603	42167.91747	34449.84777	34755.54077	31737.04712	38450.71879	42359.87114	38300.03418	28867.50216	36264.69441	27779.48181	31130.56948	37591.11476
113.9807_8.51	18527.86316	16136.32946	14417.13433	18151.30671	13491.68093	15892.03092	19812.41697	17186.76483	18414.73062	18384.58789	19716.46849	16138.6406	14684.96777	18193.91528	16969.35274	17862.61826	17052.51611	18226.02538	17606.44519	19353.20815	17325.27321	15401.23042	17844.09513	15181.94529	18321.95634	16176.05113	16447.61836	16754.93701	17463.69893	16174.49162	20333.38033	16469.91038	19029.67858	15842.35712	15787.15151	15725.32678	15547.62926	20317.09581	17902.69886	16496.19144	15967.42677	19109.51	17988.97783	16529.10232	17355.8262	16949.7079	18286.22059	17701.84519	18013.31846	16739.50959	15183.53857	22817.31289	17311.00649	16064.84626	14224.5323	17054.15834	18030.08593	16097.29204	18296.3691	19990.38347	19712.80032	19357.57304	19391.82499	19684.3308	18544.4077	19018.51677	17442.69159	17223.73437	20308.83063	19125.64659	20420.01792	18876.83393	18308.18533	19314.82072	14196.45002	18166.5256	17713.68728	16825.08417	21627.2723	17340.41449	16989.5876	23356.01413	14735.97603	17386.71014	20615.89766	18642.71636	15615.01058	17006.57501	15653.74187	17319.04445	15957.99338	18754.8288	18052.08838	17937.26443	18699.54403	16291.71141	17316.03971	17693.34435	20382.64917	16555.22926	15627.82423	17910.06861	18106.09455	20077.10522	17951.10887	15425.92992	16356.01924	15718.25183	15541.63315	17952.36789
290.1662_13.19	1670.664874	2113.679859	1348.775145	1789.076146	2044.246472	2108.223105	1680.04032	2211.658442	2810.112468	1654.134212	2040.619921	2057.823193	1929.077056	1806.969407	2024.5829	2331.323389	1737.259994	534.5780689	2192.568856	1691.280344	2397.296797	1709.379636	1958.300712	1761.849992	2187.347224	2132.257226	2136.037415	2084.81532	1872.550708	1871.997172	2263.28077	1808.546935	2074.739449	2093.190206	1848.299892	1917.447519	2225.530517	1261.10439	2133.906584	1630.186013	1798.753817	792.7187742	2136.736156	1988.512295	1801.507731	2161.396383	1841.939763	1977.77386	2074.756564	1944.233088	1738.525175	1732.620677	2100.677973	1932.948706	1695.17101	1874.275258	1852.273165	2510.984115	2377.770586	1580.756965	2201.893814	1716.508648	1839.263208	2279.157082	1788.71996	1726.717009	1918.535164	2288.217888	1904.972678	2165.451985	1611.592983	1946.457915	1798.319234	1619.174533	3000.473441	1977.074202	1987.225593	1559.245854	2027.122169	1637.68979	2476.989767	2069.385003	2177.029263	1574.653947	1910.180076	1840.321627	2094.104663	1882.556261	1984.15778	1552.017342	2030.039906	2082.295216	1861.001825	1397.069704	2055.188133	2230.375076	1676.6515	2567.580917	2473.015283	1991.654282	2275.656972	1757.414931	1650.273167	1985.835016	1332.290421	1957.123159	2112.649554	1272.135068	1695.076008	1650.014527
306.1944_13.52	7932.412199	9094.78169	5430.890086	7627.051146	8018.138822	9148.22585	8420.368968	8948.695883	11298.56046	7661.49221	9338.79375	8880.616357	8923.693102	7356.303961	8698.127855	10162.83427	8244.743395	3501.513054	10228.94296	10693.40062	10832.61598	8785.630888	9588.107073	8248.362934	8104.44541	10113.38499	9382.901975	12319.86374	8240.027739	8186.676457	13868.23256	8331.033579	10015.60651	9912.03474	8467.106302	11925.34884	9144.798799	7768.738659	8459.421988	8705.85704	7337.460215	5027.596306	9011.454886	11940.33552	11720.12299	8218.809939	9258.035913	9289.249868	9516.24407	9029.578974	6352.70189	9329.227764	9514.126814	9804.715249	7407.253806	9245.693066	7903.53531	8733.203792	10714.73428	7603.733737	8429.41567	8975.848155	8722.783068	10157.19108	8290.820823	8073.540759	9725.579768	9467.788546	8353.188214	10787.25008	7982.636915	8880.85238	9208.452053	8471.862346	8835.469783	8550.580988	9026.035596	8106.625173	9230.509425	8956.113204	9618.335279	8169.428294	9642.032311	6846.4402	9292.131908	9515.001643	9563.861838	8955.324287	8366.418546	9076.420687	9576.252474	8987.135272	9185.704015	9038.458306	7843.314087	8658.841257	6526.029536	8988.616047	10158.57153	8665.691491	8788.280128	9711.535267	10669.10485	8567.050567	7733.05037	8292.940172	8119.525111	6031.251122	8331.221219	7897.580157
201.1455_19.94	51322.16704	51338.33953	39557.17212	55519.49708	42210.1318	51835.6569	59548.73901	55057.9806	59386.28266	52897.97832	64591.03381	47169.48209	51293.86911	58173.35275	51214.88747	52628.53597	48945.22687	33348.84909	51877.41837	49886.31311	60282.72145	55806.54686	52773.71942	56628.33446	54686.12371	54364.95483	52019.18371	47412.79694	60781.85371	48264.56981	58883.96495	57806.94968	56669.14131	59732.83659	42941.83597	57097.9911	45928.52976	61569.913	54182.19741	48641.6616	53027.24465	38124.28708	58256.65334	63031.01468	54927.86407	53570.22723	61387.96663	52000.48231	58721.16717	47470.62779	48280.45356	55671.45353	62904.8381	50566.93935	53571.20196	57785.28962	46770.59821	51577.40015	58127.6956	55886.978	55214.53448	56758.17482	49502.16395	58715.99537	48602.15572	54830.80017	53725.19196	52287.9105	56873.57896	47346.03797	57604.87284	50536.49295	57602.77815	57148.30999	55270.99621	52296.48656	59068.5445	59167.79873	54448.38368	54279.35908	53073.0559	62413.53574	52650.42959	55569.55804	58535.15042	51061.08756	53124.48258	54280.00965	58547.86962	50282.84771	52571.83143	48205.69421	51179.74683	43445.89696	49799.11654	58188.50359	52169.68786	53400.58249	57334.92868	58334.02262	52482.85302	52565.91959	60261.73087	58138.96116	51438.28445	51442.41889	50391.05705	43300.16393	50764.83071	50117.3824
248.1751_12.74	2655.572203	3048.113093	1939.262562	2189.598542	1311.785002	4540.796544	1724.802044	2192.544071	2441.860513	2986.821175	3748.039469	2661.268563	2704.71094	1231.994501	2680.239463	3480.805379	2419.571621	1069.796991	1434.944858	1808.705526	2898.600251	2861.668131	2625.154229	2467.628285	2531.620452	2435.073833	3460.318223	2141.263593	2218.649178	1490.00157	2752.348611	1826.852183	2806.96629	4327.339761	1828.443213	2331.664746	1754.078569	2247.552841	1493.313202	2790.441179	2738.313235	809.1362262	3348.725517	2551.630325	2776.304479	2146.294162	2590.072108	2568.996147	2368.008844	2311.913086	1657.92363	1896.465479	5431.005388	2858.380113	1909.193663	2654.629624	1496.122077	1516.820487	2089.18262	1625.015373	2679.16326	3164.193883	2105.919412	2696.265668	2463.293916	1927.410542	2026.443415	5129.796109	1204.028459	2556.110662	1460.616356	1728.176165	2758.650788	2048.460927	2645.365507	2025.050178	2039.820462	2076.271195	3469.345354	1825.234231	4665.816602	2923.614396	3280.60122	1876.275221	1888.46457	1816.35321	3434.65707	2083.671237	2254.413721	1772.899172	2899.056705	2922.876475	1934.434875	2089.533875	1903.082226	3452.003472	2454.3986	1381.15598	2031.308881	3501.50291	2941.566962	2409.213895	2002.419579	2039.493971	1448.888356	2031.232009	2152.279442	743.3525904	2701.342078	2296.241816
244.1785_12.33	9367.227716	11487.51907	3931.361012	9284.740144	4945.258546	12259.27473	8358.088497	6430.64476	9233.071664	8709.999379	13543.71034	7605.380367	6743.292626	4637.108557	11539.04396	8171.387968	11891.97477	4123.717066	8151.215457	5132.49102	9217.837584	9961.975058	11275.47402	13186.36572	8142.360225	11549.73572	6864.433955	7091.969394	9562.715422	6143.643991	7913.170302	5775.489474	9675.1713	15587.14212	8767.434242	11367.59877	7480.674334	7238.973462	5318.242889	9394.358832	10814.42032	5955.74643	12245.78443	7737.126338	8069.877202	9252.431538	9229.404053	8015.424632	7774.133299	11554.535	8877.33545	6344.489869	14363.53537	8719.404481	6786.426111	6595.295652	5099.80685	6491.766332	8400.418869	6671.042374	7499.532002	10084.50873	7332.898121	6642.391049	5397.680475	8646.479509	7721.305486	11177.60513	4708.749551	7765.433936	6720.958905	8844.391223	13581.84457	8429.059088	8847.594105	7643.473131	7055.869812	8934.700003	7809.364426	12947.76779	9988.876287	10689.78753	11112.39638	8914.16857	7349.5412	7414.248981	10576.37294	8831.404958	9730.623216	8290.88439	13094.1924	8735.602084	10754.63828	8631.554752	5914.712095	7747.645986	13001.54119	6338.796088	8015.639481	11009.9944	7711.044671	5711.501019	8150.540638	10368.59057	6667.614442	9062.7581	5929.612489	4881.069025	8011.839563	9357.172019
324.1531_11.57	888.8340916	1352.376864	1474.11734	770.4179933	1033.046223	1281.126147	590.0942266	709.6890336	1311.267327	706.561938	1204.774774	643.2216409	808.5459309	964.333769	1297.933841	1351.21193	1697.113708	1050.7423	1293.806551	786.4714744	1350.372295	1554.823732	1600.904293	1361.409874	858.7621509	1134.713807	1282.013244	1397.273854	1019.81478	1811.918704	1305.859797	1499.116719	1557.767716	1285.03655	1622.651086	1183.282368	689.3952703	1538.451943	1013.630579	979.1951841	1106.192074	933.7236387	1773.911198	1648.721905	1528.27773	880.1979789	1281.692422	1804.115323	1073.406852	1154.032626	1186.52672	1433.603913	1218.367457	1296.981785	1313.440279	1438.415105	1101.067503	1120.188821	1324.033313	796.3945447	831.338003	666.9754287	621.6540976	1493.087857	707.5340165	1485.146414	1931.04225	1024.740077	592.0651267	988.6601151	1338.326231	1158.688478	1463.050132	979.3825251	871.7836912	955.7148519	1126.33848	520.6008436	1266.902277	1389.450534	1167.402817	1619.202867	1758.096197	1365.96257	1308.689264	1031.525594	1730.448441	460.962643	1209.717071	1220.95397	900.1762751	1673.627238	1349.287245	1347.585255	872.8275494	950.5449411	1065.691909	1465.430735	738.3984123	1165.36869	1277.955502	1634.91127	1482.819586	1694.403556	1072.120805	1476.523912	1545.318422	888.0403686	1017.290982	1311.939357
95.9819_8.51	63744.41929	54257.0043	49273.80642	61799.22286	43452.0385	53003.7759	65517.01305	60684.6025	67190.51878	62595.34434	61322.90401	49847.20317	47890.30699	63085.31549	55976.60757	61561.093	57801.60971	56472.57086	57279.43122	61520.13471	62798.29106	52367.34388	57861.58345	55562.16195	61454.48687	56815.76387	53447.7965	59626.68348	59885.69014	58177.9511	64951.93563	50894.52452	62387.30327	53041.59443	53112.11168	47113.80673	50467.56905	63025.53751	67378.72789	48500.64755	51687.18218	66361.68149	55611.34329	53539.53396	51736.2591	62292.88923	62434.84446	56646.97719	63325.58247	57442.83795	50698.04078	71003.23087	60168.5386	49557.65562	53361.40936	58462.11762	61881.79058	51813.12565	62247.58783	61656.36309	62474.71711	69441.94525	66994.37367	66079.96903	58100.7616	66481.69023	55233.61665	59392.56607	66790.47814	67897.5041	65698.23852	64857.73087	54339.43465	63805.09429	42450.57596	56342.94928	56837.50892	59306.26295	72387.84142	55469.56519	55278.55789	76137.61887	45838.68697	61908.58726	63674.89496	63075.00846	46090.99066	55025.61101	47792.05773	59053.53709	50533.65155	59039.95828	57008.53593	60421.59019	64772.5538	60764.333	52373.73945	60165.5589	67278.41868	52165.34259	56738.59781	54746.78562	66074.28749	66977.99023	61590.82756	47668.60653	57758.35592	47630.06601	51284.75672	60574.37378
