Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
142.0446_20.03	69810.50441	55723.22224	52765.63125	76857.29553	46384.92804	64097.88747	70227.36156	68291.27818	67493.71906	56747.81759	79674.03917	54202.81849	51272.29606	86234.0679	60391.00284	70593.55111	51540.57649	52365.79367	59797.1813	54155.50993	68795.0133	69836.85665	55121.1955	62536.48615	67965.3911	53236.53874	67670.48873	40156.46013	83141.44984	58108.70724	61683.30982	64892.83978	65959.41094	90918.65322	46923.30806	80427.63414	49489.64674	78329.01153	55984.74538	47177.24289	66002.21034	40780.74868	65135.83001	102835.8428	80661.90238	74610.7158	75293.82752	58798.51543	71690.14451	62123.56971	47266.14859	56625.35415	93544.30996	64577.6953	59947.07898	61234.98102	40912.38002	58789.02358	84959.16395	66300.34107	56625.46768	87630.94975	54326.09564	57493.5661	46572.12235	82773.01856	55357.80074	73995.01692	64947.12632	53720.07862	57443.31558	62910.96746	80488.32709	61767.06895	73002.86274	53697.12523	67186.29428	66479.04762	65845.29662	68973.96212	77338.86886	78138.86413	59743.38671	63012.97928	65910.25278	47544.92804	68849.42803	58587.88271	95291.51435	66030.57749	59240.76469	55564.6386	61057.90785	33216.73678	60163.19798	68830.22839	64256.0205	54410.86169	67864.85792	69490.72296	72070.07722	59635.15713	67528.18721	69553.78341	66177.3013	64724.75933	45440.40168	41055.65029	73513.33147	77608.92299
222.1181_12.62	5470.413646	5252.021184	4803.981814	4777.399816	3803.072502	6754.096468	4270.242005	4617.874548	5555.697121	3910.06093	6559.031891	5640.852199	5942.698478	3990.234946	5872.272392	5651.106277	5194.133841	3858.809868	3948.690514	3815.486673	5565.282862	5464.755818	5132.496549	5019.05387	5335.022796	5529.320524	5615.998228	4138.276774	5052.52329	3638.24513	5668.729693	5073.762515	4768.171167	7590.387557	3960.090639	5071.613206	3977.56267	4755.30116	4737.533593	5232.66332	5981.868453	3243.667553	5500.788153	5201.872128	7727.97442	5897.977508	5425.58926	5230.995932	4050.441667	4542.898094	4383.574393	4248.66718	7223.100145	5257.736357	4953.841398	4863.575006	3688.62555	4562.733019	4803.042625	4726.111901	5866.457309	5627.282948	4434.697263	5185.819242	4980.069498	5788.955296	5183.290874	5953.602345	4015.697291	5784.798455	4981.681754	4256.269495	6783.854155	5130.854903	5471.069085	4904.796547	5317.371014	4825.717228	5619.919563	4934.419578	7402.642929	5979.760312	5684.031994	5228.432967	4614.879809	4362.41772	5517.13451	5401.178444	5091.06266	4102.308507	5436.96107	5382.385059	5227.218143	5232.167514	6166.558674	4982.169055	5071.303533	4461.09574	4504.098928	5561.003182	4831.549937	5211.9773	4751.647954	4931.179985	4717.522538	4720.165032	5072.302392	3300.548193	5549.177465	5645.643014
159.0989_19.95	8743.186784	8545.920826	7220.720602	9869.186424	7675.969276	7368.174055	8589.105155	8565.676896	7748.258376	9404.934013	11118.30385	7370.464334	8621.036308	8723.542467	7551.927281	8180.407293	8219.754917	6272.731584	9378.466224	7857.095075	8627.454654	8435.19822	7394.332003	7982.017306	9288.32756	8335.015749	9553.137757	5945.488767	11291.40747	9227.261224	11660.46873	10302.76204	9219.797314	10010.35868	6867.742631	8354.657495	7670.761698	11440.60047	8826.175053	7394.099999	9235.273785	6015.640662	8939.151477	9645.382596	10493.36792	10745.16776	9882.01044	10516.1499	11688.40384	6877.792283	9462.481726	10668.29704	9570.867544	7642.749208	7544.307504	9590.034077	6922.736184	9417.696484	10224.95311	9083.868398	8281.446721	11370.31536	7292.154399	8735.765733	7498.727457	12330.60497	10068.16676	8269.597349	8636.195307	9057.718672	8870.560542	9875.241027	11631.44596	8151.599843	7424.41419	9865.84655	9460.911723	8259.679745	11524.06399	9707.397477	10383.91337	9387.732975	8523.4933	7652.723498	10342.60754	7966.074858	9005.598036	7862.342507	10158.05559	8653.27999	13115.98653	9115.874499	7694.012598	5495.972646	8074.612283	8480.157982	8498.082229	7811.351819	9132.640699	8353.262175	9987.928296	8955.897921	8972.278198	8448.137095	8416.52941	9147.314013	8624.635038	7347.71261	8369.10125	9135.773554
461.0762_20.48	1786.14421	4469.088385	1764.182026	2169.084024	2781.08434	1534.734368	2032.685518	1601.574229	2182.364774	2040.273801	1074.907679	1767.097992	2782.308744	1815.719648	3254.79752	1754.413626	2327.660984	3053.321946	2156.153564	1679.993933	4276.388735	5069.083311	3099.465796	1791.738636	764.4879816	2859.670447	1518.512773	4189.144322	2400.883617	2836.134215	3467.119679	2959.245385	2907.020503	3174.282874	1861.710948	2791.281028	2348.086147	1371.144969	1584.6734	2342.446956	2455.583292	1812.351992	1976.010742	2728.014346	4063.21228	792.9644215	2096.107708	3533.362012	2043.173507	1572.564051	2163.735509	1764.132224	2592.872031	3317.757269	2243.511806	2644.42253	1718.204383	2075.009087	1078.9179	1809.330637	3054.501884	3062.967564	2450.297562	1706.165665	1521.662271	1748.939007	3227.862579	3144.026686	2054.452338	1970.462896	452.345213	984.3434104	2217.859488	1642.726934	1142.200987	2906.434746	2093.141676	1250.253241	1858.51735	1020.492808	2135.861865	3850.987279	2930.401052	2057.438885	2004.580345	1674.512458	3558.471277	2818.629888	3794.969015	1621.148825	3293.76675	2697.215569	2143.253139	3848.670688	2345.940386	3173.711873	2525.162884	1471.311684	3179.448964	1281.364039	2336.592742	1509.974623	1708.920418	1742.310097	1111.311117	1672.835903	2355.734419	1278.090739	3055.570636	3617.977091
199.9667_8.5	8392.728321	9985.477919	9828.224963	8364.341455	8557.966707	10609.47854	11152.57467	11215.10884	9659.00389	10453.52954	9475.464646	10748.87721	9078.236627	10156.41672	8336.261096	9032.595806	7849.273564	9925.250926	9566.620839	9246.62937	10773.26669	10289.32728	9387.905294	9299.24315	7976.172861	8713.060095	9330.110372	9241.34012	10339.80201	8134.721861	11286.05131	8492.282134	8866.630654	7410.630895	9026.853265	10110.44676	8751.322364	11344.07365	9724.103663	11220.28447	10360.30956	11033.15076	10093.51916	10781.81405	11154.44068	9458.205965	10797.69287	10889.71686	8262.571142	8753.417424	8400.704673	11150.21032	9620.644085	10981.70361	9240.162523	8518.806255	7471.769501	9957.38478	11070.0509	9963.332286	12043.22062	11724.57117	9439.528986	7654.44312	9907.174062	10244.64422	10343.43348	8756.909103	10581.76855	10866.67651	9803.145338	9641.541006	11650.62333	9748.089999	8629.751464	10499.63054	8017.644461	9217.68372	9880.130838	11012.42671	9385.524572	12790.18027	8785.967396	9117.49567	10256.24297	11129.39056	10400.51556	8972.708588	9626.667211	9782.727255	9423.063383	10168.16948	11873.75865	8677.380886	9950.959517	9841.531366	10393.23429	8815.712373	8972.967204	10205.2411	8461.539572	10486.46935	10001.24355	10189.64875	8743.475714	10259.73717	9859.075624	10146.54621	7932.773731	9955.383249
240.096_20.12	12149.59223	10346.70299	12001.69769	12854.5199	8175.058831	10932.387	11750.52017	11697.09488	13406.96801	9773.791682	15711.4461	8422.568556	9920.382914	14056.67987	11359.89031	14322.27501	9011.938745	11882.62909	11415.11256	11048.03718	13067.87773	16783.98022	8564.679168	10952.10963	13129.34256	9234.772181	12201.56225	8190.749912	17503.63619	9714.901889	10396.60639	11607.28643	11851.81851	17335.37479	7580.798404	13632.06266	8697.3746	12914.101	11937.43059	10051.24803	11834.30752	8999.188422	14807.0199	20463.2353	15608.68363	14028.52217	16676.31742	12759.12173	12650.32213	10770.88292	8913.366489	9573.699449	18242.60606	10845.44138	10857.80657	13153.93769	6909.349072	8815.348865	16384.15233	12114.97318	12681.5671	14895.46386	9397.188832	11019.0123	8630.036315	13758.51993	11077.63818	13453.97792	9738.133254	11074.47294	10972.40792	11305.13294	15654.18165	10684.36063	15110.04915	8631.369934	13156.14822	13465.51517	13569.90855	13437.11748	12908.52351	14876.19933	11394.20668	13145.72414	10657.66414	10997.93244	14319.84974	10174.31079	16869.02205	14127.28991	11675.45591	9952.688118	9413.914508	7260.287653	10574.81284	16038.90767	11562.79824	11148.20612	11110.53113	13521.67277	13684.89677	11593.97971	14309.44092	12656.36382	12029.26354	13167.56021	9916.866041	10243.2936	15366.5296	13034.99521
287.1848_13.25	2715.443931	3232.296933	2957.724621	3553.759589	3459.426146	3143.437051	3645.999463	3394.423477	4858.239181	2843.2116	3095.39504	3463.070766	4275.341932	3424.314481	3167.224012	3304.050706	4008.372717	2345.393187	2787.369839	3419.317542	3546.222113	5438.839982	4581.73615	3790.910858	4586.685444	4218.071079	4333.967844	4426.853013	3678.802617	3706.291243	2948.002256	3544.704055	3935.759054	4908.702027	4879.354387	3136.758441	3279.911169	3747.579683	4221.181208	4050.537804	3476.475981	2204.282877	3386.415396	4074.104891	1926.405284	4324.144673	3422.692516	5177.649384	3919.237386	4118.047749	2809.704823	3510.832123	4158.212794	4157.304969	3887.832186	4163.690076	3610.602945	5041.286638	3225.746169	3323.929262	5001.813127	3978.996773	3230.501652	3664.143542	4433.349572	3775.367632	3041.309333	4202.778145	4123.323394	4918.314054	4214.63373	4199.699894	5203.836158	3968.647105	3527.495287	6322.379926	4032.130473	3661.372161	4117.49956	4283.356123	3237.650829	3792.352707	4596.13121	3864.818461	4449.325384	3406.368711	3738.169476	3483.781669	4353.190136	4061.327614	4195.57102	4829.544355	3526.622655	4825.104903	4515.949053	2776.333863	3408.690724	2790.057977	3470.209763	3176.554394	3784.854521	3512.601171	3484.600674	3735.14963	4538.724623	3937.992766	3592.666136	2486.538846	3348.301654	3757.493097
133.0985_12.86	4818.769063	6559.37574	5493.294834	5561.300849	4469.815951	8289.930268	4823.860912	5598.297362	6611.528593	6355.505636	6594.538068	5584.116375	5988.108771	5345.180169	6048.743029	5818.617863	6124.753138	4077.255236	4393.897405	5351.654881	6409.279431	7013.330853	7104.267351	5908.283357	6147.347226	6185.081365	6153.444178	5485.135571	5065.621391	4633.749348	6316.660795	4660.106429	5695.694696	7967.443858	4890.946113	5607.732456	4569.823738	4934.098539	4509.47503	5597.500511	5231.006693	2801.120401	6100.731453	6258.92517	6277.838307	5726.99689	5465.592376	5943.288774	6084.91372	5192.6879	4489.68415	4998.542924	8105.758871	6889.526824	5092.389115	6723.487561	4956.447951	4601.128124	5208.432726	5059.324699	6180.693859	6497.927329	5481.331975	6723.795027	5914.411545	4966.027987	5682.964637	8106.294227	4368.909143	6580.284145	5213.286124	5041.84659	5680.732264	5801.471429	5146.496482	5544.278263	5914.669184	5901.847345	7339.92017	4703.648674	8332.531792	6931.572315	6622.496948	4597.529077	4781.084742	5332.586373	7075.88065	5039.272162	5846.013935	4468.127827	5917.639761	5761.87975	5489.4251	5566.381948	5040.503606	6809.961233	6623.58685	4838.532039	5967.21267	7114.375306	5954.388007	6280.021267	5271.247948	5071.306618	4399.837761	5149.181907	5561.971114	3057.730128	5016.130622	6228.116538
118.012_8.51	376901.6649	307086.4783	302196.146	365314.9889	264233.467	306384.6496	376415.2253	346832.5376	400260.2965	379515.1004	373040.1822	308361.6855	281196.3821	375003.6907	334203.6905	365617.2212	345950.0441	335816.8161	337689.3734	383136.4561	380867.2242	322090.5501	352121.4308	310140.5981	369228.9522	332163.1019	323327.1305	357983.7446	358671.3052	338570.7084	388865.1699	312807.815	363553.5565	306475.7677	322712.2914	279485.5499	306535.6958	396132.3669	392119.2616	291221.777	307487.8244	405762.5459	338088.3494	316487.5888	320079.8661	358348.7655	376632.6688	344425.3872	365778.3897	339329.8774	285138.2744	437679.6482	359516.0724	290278.1214	302436.0584	343772.8223	354313.9986	311743.5083	373321.1874	374218.9001	384014.5729	417774.0928	403946.1474	378609.654	349151.5294	386779.3666	335633.3808	352626.0761	404089.7321	399735.1708	399681.6232	382685.4287	341362.7296	380171.6135	245980.3919	340389.755	342265.093	342986.972	438865.9672	330399.3394	322383.718	462213.2161	273380.1491	349618.0377	378152.4792	379280.2564	285907.6213	330389.5676	262003.0475	357560.5979	260809.7039	357059.8975	356404.1591	365816.3336	380610.6453	367463.5857	283677.0648	359854.0514	399370.2704	325329.4156	324179.4326	321992.8485	393995.8736	353274.1952	356137.0857	285027.0379	338236.5114	283688.8122	310158.5076	351102.6181
150.942_8.75	1638.274965	1150.657827	782.6340628	1256.477953	836.7206149	2209.911513	1409.426751	1812.244989	1913.346085	1242.26612	1652.654523	1158.984374	928.040028	2351.774772	1325.229016	1119.37741	1541.032098	1090.816963	1507.954212	1236.640091	2649.299896	1364.978947	1598.438202	1326.009982	1155.83302	2176.359375	1890.025114	1429.249896	1080.804532	1247.326912	1419.033303	1424.484656	1299.656303	1813.190554	2053.312307	1004.849543	966.1730581	1544.317804	2910.403574	905.3827552	903.6968076	1112.631769	1618.693738	867.7660611	1294.536002	1352.72494	1525.19287	1007.057215	1582.337663	1361.656831	1151.579183	1710.730249	1234.210987	1515.541869	1342.528639	1560.421478	1243.563876	1283.605084	1393.729689	1282.998581	2590.735451	1717.852038	1866.87107	1973.544941	1626.13422	1999.872803	1135.521419	1527.048703	1503.642325	2372.079349	1863.09496	1483.604286	1520.247347	1403.113562	814.7544706	1833.387545	1286.078632	1471.722937	1547.469458	1381.559845	971.042271	1280.571312	1122.727619	1256.672583	2391.441603	1095.588646	953.5893655	1277.503466	919.8975223	1531.284814	1260.873476	1778.378004	1185.174075	1638.960294	1061.887402	2223.685632	1159.6459	1128.671001	204.4015941	1299.647212	1288.688712	1404.966179	1658.028951	1491.599198	1199.547879	2529.769962	4900.528506	1054.559462	825.6756201	1363.506214
159.0691_11.61	659.058931	1950.942209	1853.280933	1521.662524	4593.507748	2155.714943	2477.219007	2501.581625	3057.84016	1497.731068	1885.006201	1687.318157	1251.527231	5029.09786	3044.216859	2079.006051	2448.152412	2202.183941	2435.873779	1453.729113	1510.574661	1931.370894	931.2110351	1769.900552	2438.483913	1607.042376	2404.846091	825.5324171	1293.69918	2228.944168	1826.492007	5592.784925	1823.555443	2461.538384	3692.891818	1032.225772	1822.245398	2278.330047	3582.066446	4364.924075	2151.440056	2738.633053	2828.3436	936.1088004	2264.285234	2547.36574	3490.679293	2745.177355	1193.615832	1825.51504	2374.485867	1478.489769	1794.514813	2656.14182	1845.202869	1592.766284	1034.617113	1528.664401	2800.48136	1541.927687	841.0045053	1762.474401	1578.055695	6505.547488	1268.980778	1750.347945	1373.728743	1344.921563	1543.550945	986.705862	4685.330006	2461.388641	2080.762433	5002.541576	1788.957253	2302.12304	4169.987137	1891.325449	2043.633415	1513.180162	2093.74643	2645.587999	938.771878	2117.877679	1648.828702	1865.799577	2007.843242	1812.263997	1587.322515	1084.437449	1742.532465	1798.391432	2649.321662	4369.406148	1347.686686	885.3318059	1273.471685	2808.398244	1053.653617	3812.812473	3412.421156	2119.502767	2224.802142	3161.704701	4302.285417	1095.515415	2877.35046	7327.522331	1027.378691	2861.728611
272.1108_20.68	163020.2725	163136.81	157842.7379	157078.537	169490.3053	161574.6254	156193.5962	161700.0221	142964.397	161986.9006	151032.8106	155209.7893	152583.7098	162702.7242	162441.8471	151394.1553	144433.0542	196375.4218	153362.8155	165478.1235	138603.5	154198.0313	153302.3074	147180.9949	180251.5403	144399.9817	163719.1555	151685.0111	155985.7905	157343.3916	164262.6811	173931.811	172083.0808	166519.0118	168256.6796	142367.6099	153832.156	157529.883	153943.4484	138989.4331	181086.3872	197292.7639	162961.5882	193452.1158	218701.8203	169412.4247	145396.9174	153916.1332	158709.806	160887.437	148438.0554	167195.733	146747.3886	166304.8994	147246.721	165007.4617	144704.4924	167336.1701	169885.3413	163022.2017	165886.5072	171373.981	156669.847	159342.7327	157765.0636	169478.8492	152932.5938	164932.0487	162368.8537	151977.0088	167436.6443	161543.2662	167802.1063	161730.0178	184845.768	154061.4754	156346.125	161346.758	158870.5209	173774.4994	169083.5683	171806.1334	181031.659	169592.8035	161567.1516	147650.2216	167862.6819	149724.0319	181051.6576	175871.6498	142136.1236	154708.6722	143762.0563	157452.2529	192076.3778	141299.7826	173955.4116	150820.0691	172167.3876	152922.879	161384.7428	160943.1029	151150.3969	157674.2732	161665.8567	152867.8639	151493.0056	191403.0678	166875.4754	158918.4906
173.9698_8.75	3058.279192	2078.150428	1348.045149	2260.293889	1491.36143	3810.882127	2768.794532	3560.000077	3730.003346	2108.659313	3069.89008	1928.213744	1376.473462	4241.433058	2475.704522	2179.37186	2781.711798	3033.184537	2555.470394	2361.274624	4991.949433	2516.490869	2637.52205	2385.316952	2356.182843	3844.364352	3206.558582	2861.836914	1826.845135	2449.295534	2591.307843	2285.913791	2381.642269	3163.909164	3744.543442	1390.42518	1869.224762	2429.041832	5821.195285	1501.581732	1588.94079	1839.175583	2575.990884	1654.958647	2351.079735	2537.582205	2710.970414	1702.661621	3055.992456	2375.084644	1799.219662	2693.246561	2446.467367	2408.806631	2372.537405	2822.385992	2634.188323	2822.923429	2568.010219	2317.687873	4612.576556	3013.498101	3107.992847	3835.670598	2898.030838	3547.63674	1795.829018	2452.802497	2315.279664	4234.499968	3171.885976	2860.574514	2357.318461	2366.910223	1216.240183	2956.916237	2273.647861	2706.155541	2709.49743	2447.328881	1645.049577	2241.5987	2067.981007	2647.108474	3834.881799	1810.204629	1797.331158	2408.885316	1778.971696	2673.994673	2054.267275	3040.312782	2024.960544	2870.310114	2247.12034	4206.086242	2207.178484	2125.227988	2870.113863	1942.091465	2319.401567	2402.620687	2995.385327	2360.195602	2473.56636	3827.353561	9873.375852	1726.241172	1457.503632	3052.722258
278.195_9.74	7674.267586	7872.624325	7307.274389	7060.274171	6315.737719	7568.991538	7117.624957	8673.83535	7317.817247	6971.434682	7989.689155	6630.136139	7665.66316	9598.316003	7202.885318	7179.038455	6661.251912	4012.486377	5878.039555	4411.716833	7849.360608	7054.723951	6587.845406	6017.944021	7102.845304	6330.618456	6410.271902	6867.439509	5616.696863	4992.466931	6962.414391	4699.90633	7091.267491	9642.897612	8043.65309	6755.516353	5442.108633	5017.557115	6622.015564	5553.0308	5179.52169	4584.796577	5242.098527	8788.185385	10244.31286	7614.792264	6176.518119	7482.929413	5832.400929	5949.881709	6528.761814	5383.006657	6710.971096	6811.09744	6240.515345	7476.878347	5980.049897	8063.678682	6124.270097	6392.744483	7879.346555	5796.096353	5691.106612	6055.896601	6095.931787	7154.62726	5802.123722	7684.5808	6199.469264	7086.243753	6228.705317	6894.608856	7695.096573	5879.555065	8545.599685	6271.582925	6222.025103	6257.68673	7660.184601	5287.178717	7347.059105	7401.556901	8107.123951	5517.531231	7051.665685	5691.357874	7129.896606	7951.673008	8449.271816	6628.270509	6867.128534	9371.365437	5364.319483	5593.775125	8056.82578	6898.176039	4955.693924	6218.707861	7088.211826	5793.562935	8270.344123	8086.968833	5887.804636	8213.086554	6220.160181	6073.62667	6257.39578	3747.149783	6777.032344	6425.159031
188.1158_11.77	5843.428435	5577.019086	3032.361725	5814.597148	5198.873555	6420.842541	6032.276117	5267.89448	7014.485999	6917.892537	6388.472115	5437.844602	6458.984706	5303.03944	6217.897986	5396.430833	5236.996266	2040.11226	6297.003123	5909.250099	6718.354854	6010.649873	6164.163441	5068.184857	6483.992731	6052.666024	5334.865798	5917.208069	5326.205615	5503.073159	5968.581732	5581.612345	6465.086135	5381.945975	5564.929625	4606.251506	5495.421303	4885.835127	6825.122424	4204.558082	4907.740457	4448.422276	5271.296209	5933.66228	6336.985325	5525.456065	4556.447489	6494.624639	7003.893455	4602.098263	5264.553496	6665.94956	5002.011345	6280.250624	5251.889092	6881.228338	5809.862866	6449.894285	6039.609233	5617.828013	5840.93699	5351.869659	4610.599778	6372.774127	6140.112294	4785.327118	6065.696228	6080.227204	5949.189483	6189.102007	6474.586928	5350.499536	5127.51445	5852.588434	5827.093079	6893.470356	7014.821975	5231.805878	7578.310316	5195.53789	5920.799572	5975.529349	6036.452846	5348.546958	6048.581509	6382.17112	6107.329529	5438.481883	5918.63108	5123.199633	5387.596057	5509.534273	4743.219005	5139.666941	5473.363763	5308.216844	4252.796063	5859.536433	5260.309747	5295.823753	5494.573686	5584.057096	6060.366143	5297.919076	4082.56741	5775.541732	5704.364877	4891.929367	5073.044389	4008.083042
