Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
527.8318_12.35	3749.851249	5099.845781	5308.97203	4333.039666	5169.723905	5470.465637	4134.173792	4253.315704	4447.283801	4565.087879	5163.988247	4378.43061	4870.4178	5371.136393	5286.466869	5193.002342	4906.026043	4902.280038	4577.532531	4729.58732	4968.826773	5674.696429	5003.3655	5777.314294	6404.544259	4185.170406	5584.204017	4402.6205	4929.783588	5045.570767	5937.117244	4599.877139	5788.420616	4760.327403	5060.931733	5053.599424	3851.43011	6556.934239	5870.498523	5375.40728	4857.982985	3725.851572	5702.769977	4931.741543	5619.187756	5805.913257	5292.702675	5232.41795	4495.671769	4489.500578	5859.01797	4814.818406	5502.301285	5396.595439	5247.753301	5690.15783	4323.768872	4508.458914	5059.610872	4520.234476	4938.27111	4230.871643	4233.501551	5760.074364	4009.027702	5420.328691	6279.104898	5281.502853	5336.435643	4926.529736	5312.552387	6014.757254	5590.596528	5861.950144	5010.166645	4289.339395	4708.046023	2175.593486	5231.624552	5112.97718	4876.164809	5223.45326	5018.95579	4236.583665	4825.236261	6003.095571	6024.208016	3958.1932	4925.835743	4331.664963	5187.440762	4822.413756	6503.772362	4806.904799	4042.322531	5238.21731	5193.746282	6581.34658	5061.09803	6528.6208	5025.362171	6219.636689	5998.506379	5828.650416	5432.641743	6070.687377	179396.7921	5616.266879	4304.054907	5417.959806
331.8797_12.13	3732.700908	4538.038397	4648.701709	3418.191102	4600.194908	4186.732346	3932.602432	4122.494445	4250.370353	3256.16831	4248.970276	4821.73656	4664.803599	4332.877054	4643.551886	4294.492841	3520.905677	4939.731322	4457.299543	3651.74463	4484.265377	5012.107081	4298.382371	4980.011833	5773.188597	3714.231707	4645.525052	4446.121374	4132.041753	4190.417647	4974.167681	3837.075307	4616.479857	4338.628908	4544.2889	4572.91369	7289.342961	4295.309308	5160.862796	4918.446022	4066.393796	4223.718588	4219.306494	3862.938391	4744.98646	4631.34663	4618.134559	4614.27504	4114.426119	4357.721905	4950.285355	3938.34156	5054.070147	5285.058766	4470.219493	4466.208048	4069.882594	4233.274746	4727.109583	3766.010599	4767.619774	4384.472725	3563.321129	4397.477547	3737.639775	4113.194826	5246.90863	4697.598164	4408.347487	2129.711975	4462.71246	4646.371774	4868.963927	4693.907022	4599.553579	4112.217123	4291.468914	6897.002473	3811.268921	4031.457428	4234.876855	4167.424797	4209.284483	4201.820567	3851.646872	4875.286839	5052.651667	3840.379262	3879.668926	4206.560255	4855.129498	4105.62844	5592.997654	3697.1073	3801.741182	4608.435151	4821.878955	5130.039704	4096.507629	5167.432536	4257.401148	4656.688819	4738.269321	3682.719747	4487.702406	5457.283398	112676.2628	4746.365975	4203.194028	3799.155736
210.0378_15.02	17282.59408	13200.71057	8107.552209	19799.02294	9254.442372	17379.99182	10566.58943	13832.06836	15558.17595	8599.918574	8560.110162	6228.298888	12721.87766	11582.13914	13389.16919	12868.50784	13255.40266	14569.54921	15369.37541	2958.090067	14465.20495	5571.029568	9985.688837	14115.1632	13643.13004	8124.845933	17867.50119	4354.413491	15484.03092	10395.64067	9299.105692	7950.549765	9345.410549	12879.22967	28990.54741	12813.09893	16799.7811	16377.09027	17663.07604	16352.04795	10485.06819	7480.32299	9913.498913	11885.36225	13219.70834	8565.059009	16825.46827	9904.644655	13219.5619	13823.85499	12075.52093	16595.04261	13247.29445	3567.90983	15392.96393	6471.177371	15842.81834	19571.28769	1192.689048	9561.827242	6560.731816	13787.49456	13680.0209	14253.73481	3217.796344	17436.98753	9131.478925	10539.67787	18668.17255	2922.200356	9039.234127	13153.51748	14957.86621	17218.62499	14681.39799	8918.699684	11547.9375	23821.09259	10767.5252	8314.567673	9952.767938	18957.9877	5653.440822	8790.463083	14748.41548	5977.954972	13988.30185	7854.289247	12614.54436	11908.09918	2142.597431	10451.41073	16991.74333	6789.767491	11862.28255	10929.05207	14819.82056	16728.76717	5218.073095	8072.788121	15593.09449	19153.49167	17665.81202	17842.86951	20254.20231	10724.75354	276915.0878	23659.18243	1567.559659	13733.22231
106.0266_15.03	2804.311862	2799.253338	2265.136335	3472.000298	2568.617182	3229.922082	2746.609159	2351.878146	3267.091055	1862.372212	2475.26534	1936.308559	2543.431808	2626.238447	2814.673506	2497.26728	2486.09949	1778.434277	3243.513021	1520.74126	2308.151714	2559.937839	2324.44618	3099.80186	2949.670859	2304.181157	3099.684209	1977.436447	2922.782788	2318.511786	2267.957438	1995.892763	2818.281445	2867.943415	4780.527563	2710.398604	4829.047665	2791.705775	3395.134119	4131.611582	2106.852582	2333.432961	2832.759559	2624.624705	3232.168082	2368.699324	3329.209464	2452.349112	3026.597923	2622.368234	2483.003165	2932.4009	2807.556428	1830.662962	3049.977469	1899.472838	2760.896328	3771.965625	2717.010461	2123.109112	2067.070676	2611.584024	2854.462566	2810.073658	1559.76729	3258.824758	2157.366027	2747.669296	3088.822379	861.4593151	2163.138244	3015.882417	3215.420437	2998.766954	3330.037709	2398.33522	2593.325177	16919.06578	2220.341042	2210.450666	2163.944859	3026.347321	1751.164009	2672.12657	2785.002594	2388.61909	3103.412711	2037.495343	2654.459415	2476.369954	3291.26266	2569.815062	3492.65729	1922.23726	2275.828183	2693.225853	3171.506577	3096.318694	1622.867912	2663.613985	2947.200537	3758.688398	3355.052073	3270.661359	3357.508767	3120.035053	73530.10929	3405.408981	2332.702833	2467.168909
413.8874_12.37	3184.220694	4408.634505	4424.359081	3711.977099	4395.890576	4616.325968	3569.444364	3722.081486	3960.225399	4000.159505	4361.187987	3714.559647	4220.870003	4676.853968	4596.659311	4443.745734	4274.36797	4154.788262	3867.837568	4038.105789	4267.668187	4804.046221	4259.973355	4987.367403	5654.248241	3496.92237	4759.40737	3835.703094	4303.152239	4278.746014	5282.451141	3961.411234	4893.900862	4070.727862	4200.16767	4269.432243	3500.939124	5762.61394	5024.300479	4542.859045	4217.886973	3215.39407	4950.592829	4222.274406	4717.879959	5020.83111	4543.541811	4386.16833	3763.493559	3809.603759	5215.831577	4079.849289	4796.830075	4605.776491	4470.267361	4868.762902	3627.702508	3839.862863	4307.522303	3868.953715	4135.653319	3621.66565	3754.367408	4802.586404	3478.24427	4766.987705	5273.127436	4313.339447	4569.570977	4256.936889	4505.965164	5169.990625	4802.634831	5049.96437	4166.216574	3599.361507	4031.612394	39813.06451	4533.781139	4405.314698	4105.821429	4510.332856	4330.045225	3688.778757	4054.371177	5186.307776	5119.809436	3302.502295	4263.040583	3793.900614	4264.722455	4098.479832	5576.153781	4219.681845	3587.441119	4462.901536	4515.880827	5660.765299	4290.808951	5610.15498	4215.855931	5418.460383	5221.23679	5066.747845	4662.784453	5015.229409	158163.614	4845.182629	3738.058703	4663.456943
175.0954_36.56	6228.572915	5984.285282	6782.984504	6845.359681	5657.471493	7353.130496	6737.837235	6587.544594	3400.389725	5960.835107	8562.587501	4251.810076	7625.528316	7346.466319	4293.96769	6213.756461	7037.642606	2343.636862	4101.5299	4168.907784	8064.230687	4837.643483	3516.506924	6358.831537	5598.052202	5121.677725	6508.07734	3224.057033	7265.603693	5377.090542	5004.402687	6600.28312	6271.010297	6815.99633	8229.308474	7222.826646	5111.375205	4903.572111	4821.870833	4665.146736	6934.613441	2795.763911	9227.908133	5752.946389	7241.898301	6126.298073	9064.888096	8840.828503	6640.021981	5532.250208	6801.227183	5098.817374	8242.510757	4798.512283	5853.351035	8320.705608	4708.483655	5182.441447	8749.285206	7097.117924	5891.768455	4639.726435	6762.709357	4626.812522	5350.376303	5779.522432	4398.492825	5820.137187	6935.000695	7449.382772	7198.408435	5744.442689	6223.350293	8673.126456	6437.207113	4662.661473	5700.717522	7510.109796	5368.3267	5693.390164	5329.095261	10286.94092	5929.928577	5827.181339	6316.963235	5910.369634	6042.640545	4151.577461	7450.737766	6226.993044	7135.347231	6164.984441	3457.505656	4462.349199	4735.750788	5175.815077	4762.146525	7103.112064	6686.945417	4842.667783	6048.791375	5378.870628	4801.273405	7332.004799	6920.701388	5854.433648	21508.28064	3688.270653	7143.00592	4571.1418
429.8559_12.26	3962.531329	5185.680357	5544.970129	4248.308482	5066.206627	5539.487189	4315.266154	4539.962127	4741.416506	4357.690508	5065.502208	4965.563351	5251.041602	4973.330235	5177.736965	5296.411408	4674.893424	5303.106388	4988.157911	4571.4547	5159.313074	5540.17252	5102.571102	5780.614604	6639.825322	4281.137782	5483.464444	4854.605643	4844.419718	4764.175294	5830.677865	4549.104206	5764.51577	5068.341055	5055.408763	5281.000542	5707.37063	5788.119914	6036.777504	5645.831014	4903.903145	4153.521696	5337.472847	4755.117597	5462.909066	5616.485112	5529.420524	5214.202221	4557.424467	4867.952766	6134.075195	4747.905264	5812.968322	5841.432476	5431.094072	5524.748163	4530.154925	4553.319159	5386.873635	4398.002197	5260.351224	4792.346633	4186.08601	5445.510285	4096.001262	4984.515008	6308.051568	5230.304071	5285.592149	3904.274912	5204.71621	5570.433977	5861.31518	5729.38005	5070.481885	4559.141746	4837.752725	4716.833044	5057.896197	4824.715758	5247.845799	4923.54654	5009.52392	4512.048528	4696.594799	6067.908378	6067.236326	4244.696745	4816.21965	4892.657151	5222.507821	4803.159326	6700.558022	4698.514269	4031.055238	5418.572733	5535.384579	6376.073932	4985.048139	6428.389321	5203.675053	5693.121332	5981.093574	5180.585717	5161.360478	6117.970887	5179.85032	5485.84736	4911.855974	4912.682843
147.0533_35.61	23733.2665	25396.40456	29235.44026	27465.25885	19032.59601	35099.45863	16747.69362	24062.66251	23104.84926	20908.83324	30244.56436	15263.97656	32140.83027	52082.0421	20117.64609	23690.92776	23270.3244	20384.21526	24421.069	19645.49841	30040.34493	36013.31381	24065.62187	29291.73122	20089.17207	26998.93822	20038.91248	26887.98758	28882.91942	19191.20199	38449.9698	17751.35205	30249.53874	26745.03708	40704.33171	17937.4129	31563.76144	27849.45655	19421.09723	14638.10119	29873.59919	14408.67723	10880.46304	23034.75392	60523.94807	23747.13186	16320.39166	24349.83061	20290.29317	22088.70168	21762.62321	25339.018	27820.17288	25442.14846	16278.48945	30529.67781	18646.69713	30174.1031	27955.20439	20040.64717	24442.7322	24748.85243	33232.17227	27390.02068	21634.93143	23251.87248	21940.2681	19155.09476	15096.56998	36416.62441	27696.94272	27257.22544	23789.33452	29888.4395	22543.78197	19961.5532	28779.88841	37621.912	18703.07987	15770.5797	29343.4671	33425.01422	32519.93216	30140.40306	33032.96241	28164.96172	32810.45424	21857.31786	29881.797	30590.52523	21615.34083	27593.40363	18336.9809	35217.83305	26259.55249	18592.47389	8497.180801	29276.35473	26698.56272	24228.94613	17938.40869	28600.25625	25376.7686	31887.88989	26987.35992	19646.50351	113224.7569	17644.85597	37493.72336	16995.93242
131.0947_42.34	43924.21841	51659.09635	44855.75995	37573.22807	35294.77767	69082.58648	36083.26723	44440.14159	50966.39669	39314.02347	54474.00188	33644.43625	48111.43348	41583.52727	36507.06302	52209.01298	49835.99763	32311.70116	29981.81778	38983.49537	49546.12418	49433.42796	50888.30624	46362.42403	47083.17292	46307.00851	49457.53212	43843.71452	50575.16885	34024.83867	51630.54569	40763.55373	51499.76887	56969.99257	44097.23016	34461.22493	35941.28247	38374.05762	33930.70837	36066.85007	38800.80112	21701.27373	48437.73533	46495.80054	47153.46048	40361.03878	45578.67612	53015.60161	45242.55215	42336.35844	31478.99456	45244.01797	64127.3185	41423.37852	39939.62816	53403.83533	39971.33135	40726.60357	38012.52255	38676.12293	47540.29279	51228.17012	37548.10783	48265.65181	49032.45165	35304.97147	34745.68826	60169.5287	35942.42538	72471.09063	42799.354	36407.13638	42167.80552	48480.16685	39922.71251	41268.97913	46022.67453	45026.84887	53448.39527	38244.98792	59895.89808	55768.92314	47696.33665	36850.89654	46331.73297	36279.56456	43239.0596	40223.97322	48837.37153	40932.83174	44845.44685	50641.95709	35053.99198	43747.20691	42036.76183	56352.96545	40283.44011	41624.90303	43847.50067	40180.63412	45332.59224	46129.26762	44299.60793	45537.99498	36671.36775	42244.29067	65272.78418	23899.77478	43978.19	41981.77225
709.786_12.37	1920.992238	2844.118424	2856.117083	2407.116812	2769.261167	3420.166715	2144.6191	2480.407009	2714.547697	2622.285121	2800.912732	2322.600815	2633.106061	3106.036613	3056.782083	3039.081861	2870.91757	2611.208814	2404.343362	2744.491338	3007.820908	3079.541526	2752.212568	3285.799472	3503.394011	2251.062696	2994.813708	2522.715776	2925.881972	2845.663054	3463.185538	2583.341403	3066.712874	2680.249384	2601.513617	2724.517654	1507.921732	4008.720491	3472.368044	2922.812254	2777.489014	2042.67209	3410.16832	2767.101344	3140.833904	3280.533389	2938.27246	2803.414573	2325.910369	2481.653187	3392.878052	2574.383562	3119.516818	2915.303882	3185.311596	3124.806869	2161.128939	2308.794474	2796.609178	2607.725612	2582.194665	2313.874401	2502.358849	3031.455197	2326.619497	3242.486382	3453.759008	2721.712561	2929.15057	3539.130267	2982.143913	3537.68822	3090.588501	3313.591023	2686.602494	2306.685253	2559.664398	24766.71469	2981.455983	2869.588382	2866.988774	3151.36135	2883.034804	2379.594615	2584.504663	3450.897304	3315.778541	2000.65515	2786.167581	2516.582926	2722.299752	2577.253714	3563.255534	2820.355224	2259.099338	3196.371486	2847.064036	3897.501927	2647.953834	3696.309201	2809.660311	3697.533542	3730.926524	3382.061924	3065.755738	3266.006228	94303.97917	3240.94449	2425.290569	3242.120614
275.112_27.87	2312.524791	2882.117825	2729.061227	2649.799951	2838.789731	1909.318037	1558.193709	2466.113437	2506.335071	2049.292524	2310.502722	2156.566349	2821.258289	2269.585025	2515.705989	2335.733504	2552.073889	1466.617671	1467.431725	2246.553043	1479.727182	1702.612203	2174.153749	2224.21164	2174.606299	2197.886204	2251.541169	3033.089734	2734.119089	1688.25781	1192.007953	2432.897553	2334.395298	1974.018158	2575.589061	1899.431619	1734.473473	2683.788005	1606.53471	1790.712378	1688.18906	1116.602844	1818.644107	2031.769324	556.5118399	1809.977283	2106.533658	3518.495318	1938.549058	2096.855979	2727.788876	1830.13376	2393.268543	2164.313256	3556.981731	2506.384086	2568.721601	2435.596579	1912.648648	2902.245786	2967.362821	2193.392748	2272.228206	1537.907656	3172.225953	2538.041857	2189.39005	2198.795924	2597.160265	3957.414717	2325.297254	2147.434098	2724.349297	2396.697876	2503.912552	2156.062771	2619.015571	2768.934082	2119.242283	2760.684068	1847.207217	3097.53186	3010.084177	1917.28338	2651.048641	1716.893688	2202.378383	2047.451605	2099.087941	2255.363652	2715.797231	2745.305873	2226.873022	3227.139832	2517.534966	1590.678251	2031.108136	2429.973659	2988.006099	1985.916164	1985.734811	3166.948075	1762.229451	3129.355731	2572.06397	2128.290784	4236.569076	1254.452566	2239.588727	2503.437713
240.0239_32.29	9663.458994	6157.150943	7924.112262	7852.935776	5440.835426	8853.35459	7879.004168	7777.894115	7184.598866	7391.90061	7356.828306	5264.077927	8232.644291	12464.95527	8148.749219	6272.993936	9057.883602	5007.117908	4970.641608	7959.245765	7211.335383	6184.934765	6250.756183	7712.846232	6209.510311	6027.746737	6009.355072	5559.239829	6955.296124	7482.757459	2622.464646	5741.41038	8625.359048	5876.954597	6349.52757	7706.057189	7932.609705	4625.265812	6617.293835	8140.155671	8733.557473	8141.66443	9509.494075	7851.515359	8123.294168	6051.890937	6716.446987	7257.510935	8658.801792	6865.535054	7014.529739	8814.090089	7293.279327	6141.647829	6747.519846	7417.212874	6805.715884	7896.466977	5420.216798	5070.739982	7633.670936	7832.866228	9215.501541	6690.303376	5821.006541	6613.687958	7848.980637	5907.964972	7653.150458	9009.650491	9633.631326	5809.38713	4860.533415	5627.863009	7177.550608	6812.813864	8122.898621	67721.20585	9430.90626	2007.885486	7958.247807	8961.627062	8143.080542	6512.683666	7863.061167	7335.566031	7985.990796	5721.840354	7683.117301	5734.502412	7254.143921	7761.245835	5201.890564	11678.53083	7266.727893	11109.64406	7846.13045	7148.680071	5335.679092	5148.921056	6776.158371	8136.881779	7520.031092	8773.490026	5856.497112	5734.616181	237208.7554	8860.484119	7871.259149	6390.008103
331.1273_21.7	1189.445262	1335.0692	1320.092786	1237.185971	1473.409164	1294.860048	1369.039795	1331.054765	1346.254853	990.2046363	1435.769082	1492.198281	1260.897791	940.7527862	1149.492634	1253.17423	1152.247992	1428.929094	1258.468811	1160.840766	1331.415847	1148.496576	1225.167164	1441.249088	1282.18042	1267.347477	1201.598282	1290.607331	1354.211952	1058.509309	1448.752936	1572.100863	1182.526975	1280.78077	1136.650751	1437.560364	1958.290185	1493.801864	1378.639768	1313.385209	1197.089996	1270.750389	1339.417917	1051.082312	1315.244732	1326.926479	1427.309091	1202.01616	1346.444208	1212.209143	1194.73132	1428.614971	1475.54005	1342.550416	1210.767708	1364.08183	1233.781822	1339.14458	1288.504701	1130.634648	1232.203583	1265.854528	1312.555544	1307.306843	1257.859318	1110.932007	1464.402227	1190.460704	1328.954932	595.8663444	1596.903706	1226.207895	1162.236118	1434.341426	1347.203499	1220.893591	1459.790542	3135.868963	1373.382614	1161.509092	1159.244342	1096.869353	1230.629477	1498.990248	1202.546205	1315.959485	1320.903691	1145.409257	1111.631182	1286.153611	1263.64448	1161.152075	1453.488626	985.2711261	1080.916545	1418.404285	1343.088775	1358.918449	1186.445657	1215.26202	1234.653331	1102.442975	1526.295572	1149.731435	1237.556261	1203.136256	3980.637925	1266.485265	1248.739441	1034.448699
72.0211_21.37	4957.802685	5470.283711	5148.617277	4241.399283	4429.561246	5353.440796	4044.347252	4859.730342	4791.856867	4808.183544	4608.29993	4129.291161	4978.94364	5381.740821	4912.509734	4897.339502	5200.539532	5163.302726	6133.492398	5717.620669	5629.899352	5710.179095	4380.842325	4408.448168	4453.035886	4331.480942	4187.257981	5843.975544	5242.640858	4085.981919	4905.017051	4907.355399	6002.762773	5450.814124	7459.447171	4043.492165	6147.933014	5750.540063	5388.690054	4735.683309	4084.818342	4282.089493	4470.85478	4875.306268	5810.689209	4990.13102	4828.745406	5733.300229	4203.3215	4395.688136	4832.017229	4353.170433	4368.706814	5604.780235	4604.105559	5423.372769	4836.563869	4521.262959	5243.834077	4465.837572	7057.631416	5103.588208	4000.133862	5061.537566	4690.975391	4684.094832	4798.999048	4190.528665	4627.595559	6177.579321	4619.673959	4162.858164	4956.17425	5389.134637	4001.545211	4305.238965	5287.973929	10707.80874	4724.585742	4692.501133	4472.950527	5691.346377	5736.607901	4670.308418	4553.815929	4603.450661	4586.793442	4761.269325	5775.423562	5452.105629	4599.906246	4907.231559	4535.505898	5134.372937	5308.515819	4469.292861	4351.256411	5105.479966	5578.57795	4312.332041	4214.432117	6415.98694	4922.224564	5848.276064	4257.585129	3885.215765	101149.3194	5321.274697	4576.31512	4859.338703
192.0265_18.47	65191.06395	66605.09193	52729.46251	53279.79677	44612.18719	53634.67898	57279.31053	31725.37749	43656.95615	51203.28487	62410.89485	33738.85946	47844.65487	24221.71547	58651.06533	54962.75319	68669.59221	43885.14923	60920.39746	41656.02736	50861.035	59866.20673	55225.57348	81712.11856	62784.23244	40795.6034	46443.98209	66180.6791	69671.61703	54399.19886	53843.70072	51352.87278	57727.1533	59933.87444	74991.30269	47943.9305	47853.44359	53644.46925	56126.35083	65226.53493	45786.28653	44884.27436	63655.51061	52752.59594	47606.51613	52539.05717	56906.20442	58648.94592	41498.66888	57248.63132	62108.25017	52670.13722	58863.74165	67193.56256	45811.49316	58285.35959	57275.49853	50035.22946	53249.71414	57956.66231	43061.85197	47323.91594	44329.69376	62425.04556	53828.72687	69061.23543	71729.33939	48252.09971	48791.15437	69992.08869	56740.29397	47242.8824	66719.70156	54933.06166	39644.93838	48905.85666	47734.74662	84215.30082	42815.89874	69579.57385	41765.47949	83296.81937	74639.63037	65539.74741	67018.50965	50190.73782	61870.24473	28197.28457	40395.33755	62403.23201	55954.55246	60004.68491	87301.72233	82588.8287	43314.31248	28090.34036	92552.91869	67156.72468	41954.24542	43117.48949	39051.52705	61828.00645	58096.1551	96458.67214	49286.41428	58181.5297	90793.7858	51190.63313	41539.76332	58520.97797
115.0632_32.68	18170.75461	21899.31298	12840.80366	14498.90815	16094.21904	21534.82695	21520.42181	13508.39373	15845.9749	18072.47849	29227.03559	15094.14289	25348.21715	26022.17746	22099.81764	16965.66243	17155.00452	14518.02428	12537.86062	12115.0558	22742.58246	20196.47651	14435.6927	12394.63159	18972.58105	19447.50312	18874.57276	13793.04187	16448.26423	20972.25092	16711.51712	15732.21251	21097.66076	16385.82751	12436.16639	9720.679771	15892.41732	18422.4201	14500.16326	10521.60744	11991.7804	12454.83529	12572.40779	13960.7482	22578.34712	16356.09616	15280.70815	21001.95247	19111.53349	11990.94294	20486.75755	17722.21647	11385.02252	26842.02545	24136.7719	24395.38081	11374.16854	19064.6146	13422.55421	26399.3041	22674.01425	19016.12182	13861.94732	13688.70951	16922.1512	11078.25654	16650.6704	15499.60722	13750.74139	23462.27107	17449.76207	11481.42047	13766.92821	17068.97993	12406.58341	16122.84829	32037.61204	12295.96862	20539.49626	13522.14534	19930.17665	19748.76229	15622.38301	13811.40673	22148.4984	12521.06525	13396.16891	13302.05761	17183.98413	14466.56367	20799.65603	13955.92871	9093.288453	15543.6575	17859.69251	17668.44469	11957.57344	15943.44076	14889.87473	18336.07769	15060.64179	16419.59996	16901.43788	14979.77663	12582.31248	13415.4946	44710.52883	12087.98853	19541.53132	10610.20518
181.074_34.93	12841.82945	12019.18611	19577.46911	11276.2436	10906.19248	20374.92901	10974.4568	14983.69818	13279.04828	11251.78959	13110.80859	11932.71559	17016.7321	13842.20588	11505.82754	18903.04395	12458.24328	8534.570199	12229.15255	9619.877123	13474.06563	14074.93613	10636.45901	12192.98459	13838.35846	14922.58717	14262.368	12697.64226	11055.38608	12520.55178	14843.92845	17118.64303	16407.67976	15151.6331	8864.146527	9972.580272	12449.14794	8938.000717	11357.17396	10573.64231	13272.48687	5931.168193	13376.62795	13554.44103	13741.12763	19845.80669	9950.165855	17335.75911	13682.64176	12045.80491	11096.93854	11167.71221	9242.142046	17158.26905	13132.43844	14890.88735	10802.48109	13234.37899	14061.99445	9388.612944	10696.84267	10378.77078	9305.202218	14990.9284	14213.41106	9638.743904	11060.47392	10779.3346	9245.853254	20133.44643	13559.95588	10809.06047	9158.662337	12568.83589	13169.35311	14052.029	15940.50504	13314.76345	15027.62	13829.41748	16857.04213	12283.3081	12680.80387	10732.47672	13181.08836	12081.88329	11639.4828	10824.09863	13090.81453	13080.48332	10849.69167	12191.02339	8342.399087	9569.727001	13125.9145	16840.93937	6699.540822	16502.23754	11246.41606	13282.90749	12671.48501	13529.14693	15796.92941	11111.63172	11301.71528	12185.28089	40349.40813	9699.223852	12421.28718	10442.81342
348.0929_21.54	6343.74633	9536.422453	5792.310634	5827.692662	5815.309971	4873.112632	5622.029124	4971.134463	5456.674261	5688.406385	4381.897179	5457.747093	7326.484072	4746.584287	6948.72145	5640.962703	6258.457009	9439.45952	5823.607352	5155.184092	7907.550258	8326.941385	7825.90337	5647.182918	4298.309459	7216.148848	4883.781488	8365.839656	6405.338444	6672.200236	8740.205615	7840.874112	7116.301012	6346.529437	4695.99793	6785.285499	8376.056728	4926.756296	5283.062529	8012.779948	5712.334623	7295.141888	8294.894432	6239.98378	7189.717257	3879.777743	6072.351961	6433.761712	5673.529803	5090.445989	5775.101986	6153.65228	6623.146426	7342.653827	5167.114774	7590.360917	5177.207126	5017.1426	4143.0426	5485.034976	7514.228288	6445.651031	7117.743013	5347.434097	5222.736607	5220.433273	8069.895516	7495.294592	6387.017499	4389.076758	3909.617335	4791.692364	6259.423943	5700.377036	5242.191878	6713.948424	6502.914262	7037.286461	6532.889381	5249.909424	5835.887694	7550.724046	7149.196176	6111.673189	6325.874293	5272.905364	8205.145411	6425.576492	7108.364778	5898.731536	6594.418005	5496.790421	6037.251026	7048.570039	5957.351319	8374.078545	11922.98806	4942.264684	7844.885952	3880.944727	6818.477959	4930.009234	5286.325527	4880.958494	4204.804552	5399.782364	7595.096331	9067.608049	8032.967104	6486.013283
362.1152_21.51	15942.85433	14875.01769	12908.21344	15924.16992	12606.95786	12312.93314	12720.40991	13114.79098	13423.3531	16687.3232	10578.21568	10416.65496	15644.77219	17103.54855	14342.52077	12395.44145	17214.4664	11461.68411	12081.11232	16405.32208	16144.47468	15080.50382	11580.2085	13489.98236	11212.15228	10748.30515	12548.8968	15003.19511	14872.42933	15960.51158	12960.89318	9954.341806	14174.74477	14198.60023	13393.74189	11303.07363	7319.723444	15847.95071	12678.85389	13242.29285	14028.229	12019.65815	13884.27187	15310.27415	13908.27051	12800.20355	12644.76633	14530.90346	11622.05146	12914.07178	14563.66204	9765.264409	14266.39414	11662.7949	12527.64564	14249.43704	12696.31857	12450.56593	11503.27097	16652.33556	14496.72631	14521.9711	18376.10766	10464.59194	13416.74063	15050.19724	13283.40225	13663.54724	10875.25338	21251.39128	7947.157773	13744.54717	12652.78781	10566.4179	11552.44824	11364.94684	11244.55506	6597.581825	13443.07821	13014.37259	11951.1172	20439.97175	14841.5855	13838.60209	11747.31831	12077.8726	11755.28185	13111.13062	16803.21765	13234.23431	14066.50703	14132.24552	10616.76784	20620.96574	15001.69782	15678.25009	12779.01646	13617.11799	15830.69035	12097.64286	13760.36366	14690.38485	13589.45713	16887.10382	13754.60522	10821.26375	4525.567779	12631.30779	14882.35823	16947.92391
202.045_20.63	8957.254331	8976.68891	9131.441847	7224.114111	8836.355958	9991.462794	8276.022625	8301.57254	8982.340336	7678.774192	8653.317184	8108.605711	10328.46642	9753.425207	8046.23176	8062.707041	6959.581801	9216.870575	12083.56927	7553.085	9419.965189	9465.093971	9319.849956	8774.376879	9309.056341	9153.204696	7765.858249	9146.078885	8868.78819	6878.182064	8883.938394	7227.383424	9931.619033	9868.288769	9925.920405	8387.446021	12814.6081	6396.869358	10233.56952	8789.761146	7498.289894	8121.376316	5975.928504	8447.679782	9897.24459	8342.919491	8030.878608	9409.075702	8806.026078	7935.755988	8272.832464	10365.51206	8550.466703	10458.71372	7728.61165	8924.506982	8371.432234	8991.908945	9524.518595	6857.908282	9858.456949	9308.70109	6008.383866	9493.10484	8106.433629	7080.256496	9392.30553	9089.702308	8097.852038	3727.481521	8748.142808	7708.756822	9348.221219	11184.1791	8003.168669	10010.14419	9908.184346	14539.33416	7960.903917	6209.91748	6955.359254	7937.537213	9081.613797	7960.36126	9179.445545	9156.811471	9501.027186	9959.556408	10064.40368	8955.455824	8558.815023	7580.89399	8066.706621	6990.747115	8775.145466	7679.339027	6152.484574	9399.501324	9270.123917	7970.690185	7340.530184	9310.360455	8597.624178	6594.409922	7768.395283	8089.608751	203476.6207	8386.500199	8347.307466	6482.634383
